     0 | base=nan | val=1.104183 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | t=nans
     0 | base=nan | val=1.104352 | acc1=0.7034 | Wμ=11.367 | Aμ=20.000 | Wmax=12.587 | Amax=14.104 |LR=nan | t=nans
     0 | base=nan | val=1.104495 | acc1=0.7028 | Wμ=10.000 | Aμ=20.000 | Wmax=10.000 | Amax=14.105 |LR=nan | t=nans
     0 | base=nan | val=1.104728 | acc1=0.7024 | Wμ=10.000 | Aμ=10.000 | Wmax=10.000 | Amax=9.988 |LR=nan | t=nans
# epoch | BaseLoss | ValLoss | Acc@1 | MeanWBits | MeanABits | MaxWBits | MaxABits | LR | GradNorm | WSat | ASat | NoiseMean | NoiseVar | NoiseCorr | Temp | EpochTime(s)
     0 | base=nan | val=1.111712 | acc1=0.7035 | Wμ=10.000 | Aμ=10.000 | Wmax=10.000 | Amax=9.976 |LR=nan | t=nans
     0 | base=0.197109 | val=1.152704 | acc1=0.6968 | Wμ=10.000 | Aμ=10.000 | Wmax=10.001 | Amax=10.000 |LR=9.8e-05 | t=11.09s
     1 | base=0.113592 | val=1.122920 | acc1=0.6996 | Wμ=10.000 | Aμ=10.000 | Wmax=10.007 | Amax=10.001 |LR=0.000198 | t=9.23s
     2 | base=0.078855 | val=1.116687 | acc1=0.6987 | Wμ=10.000 | Aμ=10.001 | Wmax=10.013 | Amax=10.003 |LR=0.000298 | t=9.22s
     3 | base=0.061539 | val=1.112855 | acc1=0.6987 | Wμ=10.000 | Aμ=10.003 | Wmax=10.020 | Amax=10.005 |LR=0.000398 | t=9.19s
     4 | base=0.052615 | val=1.110251 | acc1=0.7005 | Wμ=10.001 | Aμ=10.005 | Wmax=10.029 | Amax=10.008 |LR=0.000498 | t=9.23s
     5 | base=0.044594 | val=1.113727 | acc1=0.6991 | Wμ=10.001 | Aμ=10.009 | Wmax=10.035 | Amax=10.014 |LR=0.000598 | t=9.23s
     6 | base=0.039791 | val=1.115908 | acc1=0.6993 | Wμ=10.001 | Aμ=10.013 | Wmax=10.046 | Amax=10.022 |LR=0.000698 | t=9.22s
     7 | base=0.035392 | val=1.117310 | acc1=0.6983 | Wμ=10.002 | Aμ=10.019 | Wmax=10.050 | Amax=10.032 |LR=0.000798 | t=9.17s
     8 | base=0.030841 | val=1.118902 | acc1=0.6980 | Wμ=10.003 | Aμ=10.025 | Wmax=10.051 | Amax=10.046 |LR=0.000898 | t=9.25s
     9 | base=0.029513 | val=1.113431 | acc1=0.6979 | Wμ=10.004 | Aμ=10.034 | Wmax=10.058 | Amax=10.061 |LR=0.000998 | t=9.23s
    10 | base=0.027578 | val=1.120787 | acc1=0.6974 | Wμ=10.005 | Aμ=10.044 | Wmax=10.063 | Amax=10.079 |LR=0.001098 | t=9.19s
    11 | base=0.026363 | val=1.124527 | acc1=0.6965 | Wμ=10.006 | Aμ=10.056 | Wmax=10.066 | Amax=10.097 |LR=0.001198 | t=9.25s
    12 | base=0.023363 | val=1.123307 | acc1=0.6974 | Wμ=10.008 | Aμ=10.068 | Wmax=10.071 | Amax=10.121 |LR=0.001298 | t=9.24s
    13 | base=0.025182 | val=1.130881 | acc1=0.6955 | Wμ=10.010 | Aμ=10.082 | Wmax=10.071 | Amax=10.144 |LR=0.001398 | t=9.22s
    14 | base=0.022899 | val=1.134989 | acc1=0.6935 | Wμ=10.012 | Aμ=10.098 | Wmax=10.078 | Amax=10.168 |LR=0.001498 | t=9.22s
    15 | base=0.023010 | val=1.140969 | acc1=0.6905 | Wμ=10.015 | Aμ=10.118 | Wmax=10.081 | Amax=10.202 |LR=0.001598 | t=9.25s
