     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.76 | mem=248.9 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
    92 | train=0.021975 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.185, psnr_set14=27.772, psnr_set5=31.449, psnr_urban100=25.100, ssim_b100=0.725, ssim_set14=0.852, ssim_set5=0.901, ssim_urban100=0.952 |
    93 | train=0.021928 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=27.168, psnr_set14=27.752, psnr_set5=31.482, psnr_urban100=25.106, ssim_b100=0.723, ssim_set14=0.851, ssim_set5=0.901, ssim_urban100=0.952 |
    94 | train=0.020755 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.08 | mem=383.9 | psnr_b100=27.182, psnr_set14=27.776, psnr_set5=31.500, psnr_urban100=25.131, ssim_b100=0.724, ssim_set14=0.852, ssim_set5=0.902, ssim_urban100=0.952 |
    95 | train=0.019454 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.15 | mem=383.9 | psnr_b100=27.060, psnr_set14=27.564, psnr_set5=31.284, psnr_urban100=24.842, ssim_b100=0.721, ssim_set14=0.848, ssim_set5=0.900, ssim_urban100=0.948 |
    96 | train=0.019417 | val=nan | lr=0.002 | t_train=12.73 | t_val=12.08 | mem=383.9 | psnr_b100=27.166, psnr_set14=27.684, psnr_set5=31.481, psnr_urban100=25.045, ssim_b100=0.724, ssim_set14=0.851, ssim_set5=0.902, ssim_urban100=0.951 |
    97 | train=0.018540 | val=nan | lr=0.002 | t_train=12.83 | t_val=12.10 | mem=383.9 | psnr_b100=27.146, psnr_set14=27.719, psnr_set5=31.421, psnr_urban100=25.010, ssim_b100=0.723, ssim_set14=0.850, ssim_set5=0.901, ssim_urban100=0.951 |
    98 | train=0.018404 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=27.142, psnr_set14=27.679, psnr_set5=31.386, psnr_urban100=25.007, ssim_b100=0.723, ssim_set14=0.849, ssim_set5=0.900, ssim_urban100=0.951 |
    99 | train=0.016439 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=27.128, psnr_set14=27.642, psnr_set5=31.433, psnr_urban100=24.942, ssim_b100=0.723, ssim_set14=0.849, ssim_set5=0.901, ssim_urban100=0.949 |
   100 | train=0.015150 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=26.980, psnr_set14=27.392, psnr_set5=31.082, psnr_urban100=24.669, ssim_b100=0.719, ssim_set14=0.845, ssim_set5=0.895, ssim_urban100=0.946 |
   101 | train=0.016163 | val=nan | lr=0.002 | t_train=12.72 | t_val=12.06 | mem=383.9 | psnr_b100=27.024, psnr_set14=27.505, psnr_set5=31.120, psnr_urban100=24.808, ssim_b100=0.721, ssim_set14=0.848, ssim_set5=0.898, ssim_urban100=0.949 |
   102 | train=0.014571 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.15 | mem=383.9 | psnr_b100=27.047, psnr_set14=27.512, psnr_set5=31.281, psnr_urban100=24.808, ssim_b100=0.720, ssim_set14=0.847, ssim_set5=0.899, ssim_urban100=0.947 |
   103 | train=0.014494 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=26.868, psnr_set14=27.309, psnr_set5=31.006, psnr_urban100=24.682, ssim_b100=0.715, ssim_set14=0.843, ssim_set5=0.896, ssim_urban100=0.945 |
   104 | train=0.014213 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.10 | mem=383.9 | psnr_b100=26.973, psnr_set14=27.406, psnr_set5=31.081, psnr_urban100=24.652, ssim_b100=0.718, ssim_set14=0.844, ssim_set5=0.895, ssim_urban100=0.945 |
   105 | train=0.012785 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=26.968, psnr_set14=27.364, psnr_set5=30.940, psnr_urban100=24.685, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.893, ssim_urban100=0.946 |
   106 | train=0.011939 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.15 | mem=383.9 | psnr_b100=27.023, psnr_set14=27.463, psnr_set5=31.150, psnr_urban100=24.775, ssim_b100=0.720, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   107 | train=0.011521 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=26.838, psnr_set14=27.212, psnr_set5=30.904, psnr_urban100=24.432, ssim_b100=0.714, ssim_set14=0.840, ssim_set5=0.890, ssim_urban100=0.942 |
   108 | train=0.011997 | val=nan | lr=0.002 | t_train=12.96 | t_val=12.32 | mem=383.9 | psnr_b100=26.937, psnr_set14=27.333, psnr_set5=31.072, psnr_urban100=24.578, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.895, ssim_urban100=0.945 |
   109 | train=0.011163 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.018, psnr_set14=27.439, psnr_set5=31.185, psnr_urban100=24.759, ssim_b100=0.720, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.947 |
   110 | train=0.012202 | val=nan | lr=0.002 | t_train=12.73 | t_val=12.08 | mem=383.9 | psnr_b100=27.087, psnr_set14=27.563, psnr_set5=31.366, psnr_urban100=24.852, ssim_b100=0.722, ssim_set14=0.848, ssim_set5=0.899, ssim_urban100=0.949 |
   111 | train=0.010283 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.13 | mem=383.9 | psnr_b100=26.802, psnr_set14=27.259, psnr_set5=30.753, psnr_urban100=24.650, ssim_b100=0.713, ssim_set14=0.843, ssim_set5=0.890, ssim_urban100=0.945 |
   112 | train=0.010413 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=26.878, psnr_set14=27.309, psnr_set5=30.958, psnr_urban100=24.583, ssim_b100=0.715, ssim_set14=0.843, ssim_set5=0.894, ssim_urban100=0.944 |
   113 | train=0.010181 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=26.793, psnr_set14=27.159, psnr_set5=30.780, psnr_urban100=24.505, ssim_b100=0.713, ssim_set14=0.842, ssim_set5=0.891, ssim_urban100=0.944 |
   114 | train=0.009867 | val=nan | lr=0.002 | t_train=12.73 | t_val=12.06 | mem=383.9 | psnr_b100=26.815, psnr_set14=27.221, psnr_set5=30.956, psnr_urban100=24.493, ssim_b100=0.714, ssim_set14=0.843, ssim_set5=0.896, ssim_urban100=0.944 |
   115 | train=0.010595 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=26.965, psnr_set14=27.417, psnr_set5=31.133, psnr_urban100=24.712, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.896, ssim_urban100=0.946 |
   116 | train=0.008128 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=26.864, psnr_set14=27.329, psnr_set5=31.117, psnr_urban100=24.579, ssim_b100=0.714, ssim_set14=0.843, ssim_set5=0.895, ssim_urban100=0.945 |
   117 | train=0.008859 | val=nan | lr=0.002 | t_train=12.94 | t_val=12.20 | mem=383.9 | psnr_b100=26.976, psnr_set14=27.516, psnr_set5=31.332, psnr_urban100=24.792, ssim_b100=0.717, ssim_set14=0.846, ssim_set5=0.899, ssim_urban100=0.947 |
   118 | train=0.009871 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=26.884, psnr_set14=27.295, psnr_set5=31.051, psnr_urban100=24.468, ssim_b100=0.716, ssim_set14=0.842, ssim_set5=0.894, ssim_urban100=0.943 |
   119 | train=0.009301 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=26.819, psnr_set14=27.190, psnr_set5=30.946, psnr_urban100=24.443, ssim_b100=0.713, ssim_set14=0.841, ssim_set5=0.894, ssim_urban100=0.943 |
   120 | train=0.008609 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=26.927, psnr_set14=27.300, psnr_set5=31.106, psnr_urban100=24.561, ssim_b100=0.717, ssim_set14=0.844, ssim_set5=0.896, ssim_urban100=0.945 |
   121 | train=0.009571 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=26.933, psnr_set14=27.366, psnr_set5=31.134, psnr_urban100=24.613, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.896, ssim_urban100=0.946 |
   122 | train=0.008577 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.14 | mem=383.9 | psnr_b100=26.945, psnr_set14=27.359, psnr_set5=31.196, psnr_urban100=24.667, ssim_b100=0.717, ssim_set14=0.843, ssim_set5=0.896, ssim_urban100=0.946 |
   123 | train=0.008272 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.13 | mem=383.9 | psnr_b100=26.955, psnr_set14=27.424, psnr_set5=31.209, psnr_urban100=24.629, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.896, ssim_urban100=0.946 |
   124 | train=0.008367 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.09 | mem=383.9 | psnr_b100=26.927, psnr_set14=27.366, psnr_set5=31.110, psnr_urban100=24.568, ssim_b100=0.716, ssim_set14=0.843, ssim_set5=0.892, ssim_urban100=0.944 |
   125 | train=0.007845 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.17 | mem=383.9 | psnr_b100=26.908, psnr_set14=27.304, psnr_set5=31.057, psnr_urban100=24.515, ssim_b100=0.716, ssim_set14=0.843, ssim_set5=0.894, ssim_urban100=0.944 |
   126 | train=0.009307 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=26.919, psnr_set14=27.336, psnr_set5=31.026, psnr_urban100=24.540, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.893, ssim_urban100=0.945 |
   127 | train=0.008982 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.033, psnr_set14=27.479, psnr_set5=31.307, psnr_urban100=24.701, ssim_b100=0.720, ssim_set14=0.847, ssim_set5=0.899, ssim_urban100=0.947 |
   128 | train=0.007225 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.11 | mem=383.9 | psnr_b100=26.943, psnr_set14=27.333, psnr_set5=31.153, psnr_urban100=24.541, ssim_b100=0.717, ssim_set14=0.844, ssim_set5=0.894, ssim_urban100=0.944 |
   129 | train=0.008820 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=26.896, psnr_set14=27.252, psnr_set5=31.039, psnr_urban100=24.501, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.893, ssim_urban100=0.944 |
   130 | train=0.008858 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.15 | mem=383.9 | psnr_b100=26.965, psnr_set14=27.414, psnr_set5=31.309, psnr_urban100=24.661, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.897, ssim_urban100=0.947 |
   131 | train=0.009899 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.007, psnr_set14=27.442, psnr_set5=31.314, psnr_urban100=24.694, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.897, ssim_urban100=0.946 |
   132 | train=0.008402 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.12 | mem=383.9 | psnr_b100=26.956, psnr_set14=27.366, psnr_set5=31.149, psnr_urban100=24.558, ssim_b100=0.718, ssim_set14=0.844, ssim_set5=0.895, ssim_urban100=0.945 |
   133 | train=0.007586 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.15 | mem=383.9 | psnr_b100=26.974, psnr_set14=27.409, psnr_set5=31.174, psnr_urban100=24.633, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.946 |
   134 | train=0.009238 | val=nan | lr=0.002 | t_train=12.87 | t_val=12.21 | mem=383.9 | psnr_b100=26.956, psnr_set14=27.468, psnr_set5=31.263, psnr_urban100=24.681, ssim_b100=0.717, ssim_set14=0.846, ssim_set5=0.897, ssim_urban100=0.946 |
   135 | train=0.008726 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=26.981, psnr_set14=27.467, psnr_set5=31.122, psnr_urban100=24.721, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.893, ssim_urban100=0.947 |
   136 | train=0.011192 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=26.907, psnr_set14=27.375, psnr_set5=31.053, psnr_urban100=24.632, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.891, ssim_urban100=0.946 |
   137 | train=0.006968 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=26.892, psnr_set14=27.311, psnr_set5=31.075, psnr_urban100=24.533, ssim_b100=0.716, ssim_set14=0.843, ssim_set5=0.893, ssim_urban100=0.944 |
   138 | train=0.008705 | val=nan | lr=0.002 | t_train=12.71 | t_val=12.06 | mem=383.9 | psnr_b100=26.911, psnr_set14=27.312, psnr_set5=31.129, psnr_urban100=24.519, ssim_b100=0.716, ssim_set14=0.843, ssim_set5=0.894, ssim_urban100=0.944 |
   139 | train=0.008265 | val=nan | lr=0.002 | t_train=12.72 | t_val=12.07 | mem=383.9 | psnr_b100=26.970, psnr_set14=27.415, psnr_set5=31.181, psnr_urban100=24.646, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.895, ssim_urban100=0.946 |
   140 | train=0.008334 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.14 | mem=383.9 | psnr_b100=27.004, psnr_set14=27.541, psnr_set5=31.285, psnr_urban100=24.753, ssim_b100=0.719, ssim_set14=0.848, ssim_set5=0.897, ssim_urban100=0.948 |
   141 | train=0.006361 | val=nan | lr=0.002 | t_train=12.73 | t_val=12.07 | mem=383.9 | psnr_b100=26.903, psnr_set14=27.375, psnr_set5=31.163, psnr_urban100=24.554, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.894, ssim_urban100=0.945 |
   142 | train=0.009358 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.13 | mem=383.9 | psnr_b100=27.001, psnr_set14=27.481, psnr_set5=31.268, psnr_urban100=24.715, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   143 | train=0.008865 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.15 | mem=383.9 | psnr_b100=26.826, psnr_set14=27.256, psnr_set5=30.935, psnr_urban100=24.438, ssim_b100=0.714, ssim_set14=0.843, ssim_set5=0.890, ssim_urban100=0.943 |
   144 | train=0.008360 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.12 | mem=383.9 | psnr_b100=26.908, psnr_set14=27.285, psnr_set5=30.984, psnr_urban100=24.544, ssim_b100=0.717, ssim_set14=0.844, ssim_set5=0.891, ssim_urban100=0.946 |
   145 | train=0.009354 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=27.008, psnr_set14=27.474, psnr_set5=31.287, psnr_urban100=24.710, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.898, ssim_urban100=0.947 |
   146 | train=0.009377 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=26.984, psnr_set14=27.408, psnr_set5=31.194, psnr_urban100=24.651, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.894, ssim_urban100=0.947 |
   147 | train=0.007824 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=26.947, psnr_set14=27.445, psnr_set5=31.302, psnr_urban100=24.647, ssim_b100=0.717, ssim_set14=0.846, ssim_set5=0.899, ssim_urban100=0.947 |
   148 | train=0.009163 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=26.934, psnr_set14=27.341, psnr_set5=31.131, psnr_urban100=24.562, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.893, ssim_urban100=0.945 |
   149 | train=0.009022 | val=nan | lr=0.002 | t_train=12.92 | t_val=12.16 | mem=383.9 | psnr_b100=26.960, psnr_set14=27.417, psnr_set5=31.196, psnr_urban100=24.634, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.895, ssim_urban100=0.946 |
   150 | train=0.008007 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=27.040, psnr_set14=27.536, psnr_set5=31.310, psnr_urban100=24.787, ssim_b100=0.721, ssim_set14=0.849, ssim_set5=0.899, ssim_urban100=0.949 |
   151 | train=0.008488 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.032, psnr_set14=27.534, psnr_set5=31.439, psnr_urban100=24.785, ssim_b100=0.719, ssim_set14=0.847, ssim_set5=0.899, ssim_urban100=0.948 |
   152 | train=0.009138 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.000, psnr_set14=27.510, psnr_set5=31.300, psnr_urban100=24.691, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.898, ssim_urban100=0.947 |
   153 | train=0.007915 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.038, psnr_set14=27.586, psnr_set5=31.325, psnr_urban100=24.790, ssim_b100=0.720, ssim_set14=0.848, ssim_set5=0.898, ssim_urban100=0.949 |
   154 | train=0.008452 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=26.953, psnr_set14=27.365, psnr_set5=31.144, psnr_urban100=24.588, ssim_b100=0.717, ssim_set14=0.844, ssim_set5=0.895, ssim_urban100=0.946 |
   155 | train=0.007649 | val=nan | lr=0.002 | t_train=12.89 | t_val=12.24 | mem=383.9 | psnr_b100=26.993, psnr_set14=27.499, psnr_set5=31.308, psnr_urban100=24.708, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.898, ssim_urban100=0.948 |
   156 | train=0.008704 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=26.948, psnr_set14=27.471, psnr_set5=31.240, psnr_urban100=24.629, ssim_b100=0.717, ssim_set14=0.846, ssim_set5=0.897, ssim_urban100=0.946 |
   157 | train=0.010000 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=26.915, psnr_set14=27.335, psnr_set5=31.146, psnr_urban100=24.624, ssim_b100=0.716, ssim_set14=0.843, ssim_set5=0.897, ssim_urban100=0.946 |
   158 | train=0.009058 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.17 | mem=383.9 | psnr_b100=26.971, psnr_set14=27.426, psnr_set5=31.186, psnr_urban100=24.614, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.946 |
   159 | train=0.007765 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=26.919, psnr_set14=27.422, psnr_set5=31.073, psnr_urban100=24.624, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.947 |
   160 | train=0.008651 | val=nan | lr=0.002 | t_train=12.90 | t_val=12.16 | mem=383.9 | psnr_b100=26.995, psnr_set14=27.409, psnr_set5=31.166, psnr_urban100=24.653, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.895, ssim_urban100=0.947 |
   161 | train=0.008902 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.017, psnr_set14=27.454, psnr_set5=31.227, psnr_urban100=24.677, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.895, ssim_urban100=0.947 |
   162 | train=0.007646 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=27.014, psnr_set14=27.451, psnr_set5=31.262, psnr_urban100=24.719, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   163 | train=0.008621 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.11 | mem=383.9 | psnr_b100=26.904, psnr_set14=27.326, psnr_set5=31.030, psnr_urban100=24.566, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.892, ssim_urban100=0.945 |
   164 | train=0.007998 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=26.985, psnr_set14=27.467, psnr_set5=31.264, psnr_urban100=24.726, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.947 |
   165 | train=0.010593 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=26.980, psnr_set14=27.429, psnr_set5=31.270, psnr_urban100=24.665, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.897, ssim_urban100=0.947 |
   166 | train=0.008538 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=26.969, psnr_set14=27.420, psnr_set5=31.206, psnr_urban100=24.661, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   167 | train=0.009969 | val=nan | lr=0.002 | t_train=12.87 | t_val=12.21 | mem=383.9 | psnr_b100=26.953, psnr_set14=27.389, psnr_set5=31.186, psnr_urban100=24.581, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.946 |
   168 | train=0.009299 | val=nan | lr=0.002 | t_train=12.85 | t_val=12.20 | mem=383.9 | psnr_b100=27.007, psnr_set14=27.461, psnr_set5=31.302, psnr_urban100=24.680, ssim_b100=0.719, ssim_set14=0.847, ssim_set5=0.897, ssim_urban100=0.947 |
   169 | train=0.007486 | val=nan | lr=0.002 | t_train=12.93 | t_val=12.28 | mem=383.9 | psnr_b100=26.983, psnr_set14=27.445, psnr_set5=31.221, psnr_urban100=24.644, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   170 | train=0.008492 | val=nan | lr=0.002 | t_train=12.90 | t_val=12.25 | mem=383.9 | psnr_b100=27.083, psnr_set14=27.625, psnr_set5=31.436, psnr_urban100=24.779, ssim_b100=0.721, ssim_set14=0.848, ssim_set5=0.900, ssim_urban100=0.948 |
   171 | train=0.008754 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.21 | mem=383.9 | psnr_b100=26.901, psnr_set14=27.330, psnr_set5=31.055, psnr_urban100=24.483, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.892, ssim_urban100=0.945 |
   172 | train=0.009248 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=26.966, psnr_set14=27.386, psnr_set5=31.166, psnr_urban100=24.595, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.946 |
   173 | train=0.009027 | val=nan | lr=0.002 | t_train=12.89 | t_val=12.24 | mem=383.9 | psnr_b100=27.032, psnr_set14=27.530, psnr_set5=31.327, psnr_urban100=24.750, ssim_b100=0.719, ssim_set14=0.847, ssim_set5=0.897, ssim_urban100=0.948 |
   174 | train=0.007444 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.21 | mem=383.9 | psnr_b100=27.002, psnr_set14=27.410, psnr_set5=31.200, psnr_urban100=24.675, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   175 | train=0.008430 | val=nan | lr=0.002 | t_train=12.88 | t_val=12.22 | mem=383.9 | psnr_b100=27.062, psnr_set14=27.568, psnr_set5=31.313, psnr_urban100=24.810, ssim_b100=0.720, ssim_set14=0.847, ssim_set5=0.897, ssim_urban100=0.949 |
   176 | train=0.008646 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=26.923, psnr_set14=27.352, psnr_set5=31.051, psnr_urban100=24.568, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.946 |
   177 | train=0.009140 | val=nan | lr=0.002 | t_train=12.93 | t_val=12.28 | mem=383.9 | psnr_b100=27.003, psnr_set14=27.479, psnr_set5=31.279, psnr_urban100=24.677, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.947 |
   178 | train=0.009104 | val=nan | lr=0.002 | t_train=13.41 | t_val=12.70 | mem=383.9 | psnr_b100=27.040, psnr_set14=27.528, psnr_set5=31.304, psnr_urban100=24.738, ssim_b100=0.719, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.948 |
   179 | train=0.008516 | val=nan | lr=0.002 | t_train=12.94 | t_val=12.26 | mem=383.9 | psnr_b100=27.018, psnr_set14=27.521, psnr_set5=31.214, psnr_urban100=24.721, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.948 |
   180 | train=0.006843 | val=nan | lr=0.002 | t_train=12.87 | t_val=12.21 | mem=383.9 | psnr_b100=27.008, psnr_set14=27.453, psnr_set5=31.268, psnr_urban100=24.685, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.897, ssim_urban100=0.947 |
   181 | train=0.008489 | val=nan | lr=0.002 | t_train=12.85 | t_val=12.20 | mem=383.9 | psnr_b100=27.034, psnr_set14=27.492, psnr_set5=31.255, psnr_urban100=24.716, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.895, ssim_urban100=0.947 |
   182 | train=0.008753 | val=nan | lr=0.002 | t_train=12.94 | t_val=12.20 | mem=383.9 | psnr_b100=26.966, psnr_set14=27.400, psnr_set5=31.089, psnr_urban100=24.620, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.894, ssim_urban100=0.946 |
   183 | train=0.008583 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.21 | mem=383.9 | psnr_b100=27.021, psnr_set14=27.472, psnr_set5=31.156, psnr_urban100=24.706, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.893, ssim_urban100=0.947 |
   184 | train=0.009898 | val=nan | lr=0.002 | t_train=12.89 | t_val=12.23 | mem=383.9 | psnr_b100=27.000, psnr_set14=27.519, psnr_set5=31.251, psnr_urban100=24.721, ssim_b100=0.718, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.947 |
   185 | train=0.008638 | val=nan | lr=0.002 | t_train=12.92 | t_val=12.26 | mem=383.9 | psnr_b100=26.993, psnr_set14=27.508, psnr_set5=31.220, psnr_urban100=24.729, ssim_b100=0.717, ssim_set14=0.847, ssim_set5=0.896, ssim_urban100=0.947 |
   186 | train=0.009773 | val=nan | lr=0.002 | t_train=12.83 | t_val=12.19 | mem=383.9 | psnr_b100=27.006, psnr_set14=27.477, psnr_set5=31.163, psnr_urban100=24.720, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.892, ssim_urban100=0.947 |
   187 | train=0.008331 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.21 | mem=383.9 | psnr_b100=27.045, psnr_set14=27.518, psnr_set5=31.217, psnr_urban100=24.779, ssim_b100=0.719, ssim_set14=0.848, ssim_set5=0.895, ssim_urban100=0.949 |
