     0 | base=nan | val=0.236715 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   203 | base=1.012536 | val=0.663639 | acc1=0.7834 | Wμ=0.993 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00033065 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   205 | base=1.003551 | val=0.956852 | acc1=0.7026 | Wμ=0.993 | Aμ=0.998 | Wmax=1.000 | Amax=1.000 |LR=0.00028456 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   207 | base=0.978371 | val=0.800131 | acc1=0.7448 | Wμ=0.993 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00024489 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   209 | base=1.001947 | val=0.938944 | acc1=0.7102 | Wμ=0.993 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00021076 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   211 | base=1.016391 | val=0.640165 | acc1=0.7905 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00018138 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   213 | base=0.967531 | val=0.615694 | acc1=0.8028 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.0001561 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   215 | base=1.000956 | val=0.638470 | acc1=0.7955 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00013434 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   217 | base=0.971801 | val=0.562890 | acc1=0.8133 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=0.00011561 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   219 | base=0.958219 | val=1.011326 | acc1=0.6975 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=9.9499e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   221 | base=0.929223 | val=0.678854 | acc1=0.7755 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=8.563e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   223 | base=0.878212 | val=0.914856 | acc1=0.7191 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=7.3694e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   225 | base=0.983416 | val=0.703504 | acc1=0.7702 | Wμ=0.994 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=6.3422e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   227 | base=0.907974 | val=0.899309 | acc1=0.7217 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=5.4582e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   229 | base=0.991695 | val=0.663870 | acc1=0.7855 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.6974e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   231 | base=0.929700 | val=0.741535 | acc1=0.7585 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.0426e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   233 | base=0.927979 | val=0.573887 | acc1=0.8179 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.4791e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   235 | base=0.919029 | val=0.577173 | acc1=0.8124 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.9942e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   237 | base=0.967240 | val=0.577473 | acc1=0.8102 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.5768e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   239 | base=0.981407 | val=0.911642 | acc1=0.7202 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.2176e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   241 | base=0.919945 | val=0.587152 | acc1=0.8120 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.9085e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   243 | base=0.978786 | val=0.567890 | acc1=0.8151 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.6425e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   245 | base=0.938624 | val=0.561358 | acc1=0.8156 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.4135e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   247 | base=0.958832 | val=0.632570 | acc1=0.7876 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.2165e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   249 | base=0.901149 | val=0.658470 | acc1=0.7899 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.0469e-05 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   251 | base=1.012375 | val=0.841600 | acc1=0.7367 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=9.0101e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   253 | base=0.957732 | val=0.610448 | acc1=0.8042 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=7.7542e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   255 | base=0.923623 | val=0.668386 | acc1=0.7894 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=6.6734e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   257 | base=0.974569 | val=0.565386 | acc1=0.8197 | Wμ=0.995 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=5.7432e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   259 | base=0.820578 | val=0.660300 | acc1=0.7866 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.9426e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   261 | base=0.948024 | val=1.030085 | acc1=0.6890 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.2537e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   263 | base=0.865527 | val=0.591604 | acc1=0.8106 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.6608e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   265 | base=0.980143 | val=0.615216 | acc1=0.7978 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.1505e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   267 | base=0.889614 | val=0.702065 | acc1=0.7800 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.7114e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   269 | base=0.895999 | val=0.537007 | acc1=0.8235 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.3334e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   271 | base=0.938241 | val=0.634797 | acc1=0.7967 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.0082e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   273 | base=0.951236 | val=0.666899 | acc1=0.7867 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.7283e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   275 | base=1.017264 | val=0.547999 | acc1=0.8211 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.4874e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   277 | base=0.893916 | val=0.556510 | acc1=0.8175 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.28e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   279 | base=0.854436 | val=0.495457 | acc1=0.8381 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.1016e-06 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   281 | base=0.838100 | val=0.525402 | acc1=0.8314 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=9.4806e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   283 | base=0.862787 | val=0.564662 | acc1=0.8153 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=8.1591e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   285 | base=0.948107 | val=0.521844 | acc1=0.8299 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=7.0218e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   287 | base=0.849811 | val=0.590537 | acc1=0.8044 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=6.043e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   289 | base=0.920859 | val=0.609199 | acc1=0.8044 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=5.2007e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   291 | base=0.869587 | val=0.552520 | acc1=0.8214 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.4758e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   293 | base=0.865720 | val=0.526556 | acc1=0.8240 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.8519e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   295 | base=0.832759 | val=0.566218 | acc1=0.8145 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.315e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   297 | base=0.895607 | val=0.493739 | acc1=0.8367 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.8529e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   299 | base=0.888673 | val=0.531643 | acc1=0.8262 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.4553e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   301 | base=0.892536 | val=0.536640 | acc1=0.8202 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.113e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   303 | base=0.963578 | val=0.586799 | acc1=0.8087 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.8185e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   305 | base=0.878787 | val=0.569684 | acc1=0.8138 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.565e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   307 | base=0.892727 | val=0.539551 | acc1=0.8198 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.3469e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   309 | base=0.871536 | val=0.534102 | acc1=0.8229 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.1591e-07 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   311 | base=0.854685 | val=0.496858 | acc1=0.8368 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=9.9756e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   313 | base=0.913524 | val=0.637726 | acc1=0.7897 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=8.5851e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   315 | base=0.815778 | val=0.512641 | acc1=0.8324 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=7.3884e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   317 | base=0.812314 | val=0.504054 | acc1=0.8320 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=6.3586e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   319 | base=0.828950 | val=0.485487 | acc1=0.8404 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=5.4723e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   321 | base=0.859074 | val=0.557886 | acc1=0.8182 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.7095e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   323 | base=0.863085 | val=0.520874 | acc1=0.8276 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=4.053e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   325 | base=0.823097 | val=0.498339 | acc1=0.8391 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.4881e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   327 | base=0.941108 | val=0.496121 | acc1=0.8366 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=3.0019e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   329 | base=0.908757 | val=0.500878 | acc1=0.8339 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.5835e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   331 | base=0.860189 | val=0.495428 | acc1=0.8389 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=2.2234e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   333 | base=0.813614 | val=0.482756 | acc1=0.8422 | Wμ=0.996 | Aμ=0.999 | Wmax=1.000 | Amax=1.000 |LR=1.9134e-08 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
