     0 | base=nan | val=0.236715 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    11 | base=0.010203 | val=0.241437 | acc1=0.9236 | Wμ=9.793 | Aμ=10.045 | Wmax=10.071 | Amax=10.029 |LR=0.001198 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    13 | base=0.020661 | val=0.250778 | acc1=0.9227 | Wμ=9.802 | Aμ=10.053 | Wmax=10.157 | Amax=10.051 |LR=0.001398 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    15 | base=0.030434 | val=0.260150 | acc1=0.9170 | Wμ=9.813 | Aμ=10.061 | Wmax=10.182 | Amax=10.051 |LR=0.001598 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    17 | base=0.052963 | val=0.255391 | acc1=0.9209 | Wμ=9.828 | Aμ=10.076 | Wmax=10.280 | Amax=10.061 |LR=0.001798 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    19 | base=0.048616 | val=0.265463 | acc1=0.9160 | Wμ=9.848 | Aμ=10.083 | Wmax=10.274 | Amax=10.096 |LR=0.001998 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    21 | base=0.049412 | val=0.268580 | acc1=0.9153 | Wμ=9.582 | Aμ=9.849 | Wmax=10.025 | Amax=10.053 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    23 | base=0.037700 | val=0.255834 | acc1=0.9197 | Wμ=9.075 | Aμ=9.536 | Wmax=9.642 | Amax=10.002 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    25 | base=0.039039 | val=0.270233 | acc1=0.9165 | Wμ=8.601 | Aμ=9.196 | Wmax=9.269 | Amax=9.938 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    27 | base=0.033931 | val=0.252626 | acc1=0.9202 | Wμ=8.155 | Aμ=8.840 | Wmax=8.892 | Amax=9.836 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    29 | base=0.040506 | val=0.260401 | acc1=0.9179 | Wμ=7.741 | Aμ=8.490 | Wmax=8.562 | Amax=9.681 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    31 | base=0.039655 | val=0.257521 | acc1=0.9184 | Wμ=7.313 | Aμ=8.149 | Wmax=8.214 | Amax=9.498 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    33 | base=0.042066 | val=0.255032 | acc1=0.9193 | Wμ=6.911 | Aμ=7.808 | Wmax=7.870 | Amax=9.265 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    35 | base=0.038942 | val=0.255462 | acc1=0.9200 | Wμ=6.518 | Aμ=7.484 | Wmax=7.547 | Amax=8.951 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    37 | base=0.047353 | val=0.265785 | acc1=0.9158 | Wμ=6.144 | Aμ=7.169 | Wmax=7.219 | Amax=8.693 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    39 | base=0.044536 | val=0.260625 | acc1=0.9185 | Wμ=5.774 | Aμ=6.898 | Wmax=6.907 | Amax=8.397 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    41 | base=0.059564 | val=0.285438 | acc1=0.9104 | Wμ=5.413 | Aμ=6.628 | Wmax=6.615 | Amax=8.180 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    43 | base=0.065130 | val=0.277271 | acc1=0.9135 | Wμ=5.067 | Aμ=6.390 | Wmax=6.322 | Amax=7.931 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    45 | base=0.058501 | val=0.266955 | acc1=0.9165 | Wμ=4.714 | Aμ=6.154 | Wmax=6.044 | Amax=7.665 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    47 | base=0.071920 | val=0.310631 | acc1=0.9047 | Wμ=4.378 | Aμ=5.939 | Wmax=5.755 | Amax=7.492 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    49 | base=0.082245 | val=0.298990 | acc1=0.9074 | Wμ=4.054 | Aμ=5.741 | Wmax=5.459 | Amax=7.257 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    51 | base=0.098202 | val=0.308001 | acc1=0.9028 | Wμ=3.730 | Aμ=5.579 | Wmax=5.209 | Amax=7.109 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    53 | base=0.095943 | val=0.302311 | acc1=0.9071 | Wμ=3.432 | Aμ=5.437 | Wmax=4.954 | Amax=6.966 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    55 | base=0.115444 | val=0.299739 | acc1=0.9047 | Wμ=3.141 | Aμ=5.301 | Wmax=4.700 | Amax=6.768 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    57 | base=0.157637 | val=0.348386 | acc1=0.8923 | Wμ=2.875 | Aμ=5.188 | Wmax=4.459 | Amax=6.629 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    59 | base=0.134588 | val=0.353662 | acc1=0.8938 | Wμ=2.634 | Aμ=5.087 | Wmax=4.248 | Amax=6.443 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    61 | base=0.148686 | val=0.331042 | acc1=0.8973 | Wμ=2.421 | Aμ=4.987 | Wmax=4.000 | Amax=6.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    63 | base=0.183045 | val=0.379507 | acc1=0.8823 | Wμ=2.221 | Aμ=4.883 | Wmax=3.907 | Amax=6.170 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    65 | base=0.172151 | val=0.369478 | acc1=0.8875 | Wμ=2.051 | Aμ=4.777 | Wmax=3.700 | Amax=6.022 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    67 | base=0.216809 | val=0.377219 | acc1=0.8796 | Wμ=1.914 | Aμ=4.694 | Wmax=3.585 | Amax=5.954 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    69 | base=0.229374 | val=0.375983 | acc1=0.8795 | Wμ=1.803 | Aμ=4.607 | Wmax=3.322 | Amax=5.833 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    71 | base=0.272683 | val=0.473056 | acc1=0.8488 | Wμ=1.702 | Aμ=4.503 | Wmax=3.170 | Amax=5.728 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    73 | base=0.319365 | val=0.479202 | acc1=0.8546 | Wμ=1.608 | Aμ=4.400 | Wmax=3.170 | Amax=5.615 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    75 | base=0.376503 | val=0.920952 | acc1=0.7496 | Wμ=1.539 | Aμ=4.306 | Wmax=3.000 | Amax=5.524 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    77 | base=0.401270 | val=0.525358 | acc1=0.8334 | Wμ=1.478 | Aμ=4.218 | Wmax=3.170 | Amax=5.426 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    79 | base=0.358688 | val=0.660857 | acc1=0.8103 | Wμ=1.423 | Aμ=4.117 | Wmax=3.000 | Amax=5.248 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    81 | base=0.407131 | val=0.606712 | acc1=0.8152 | Wμ=1.378 | Aμ=4.024 | Wmax=2.807 | Amax=5.170 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    83 | base=0.437619 | val=0.715905 | acc1=0.7775 | Wμ=1.338 | Aμ=3.907 | Wmax=2.807 | Amax=5.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    85 | base=0.439460 | val=0.837512 | acc1=0.7249 | Wμ=1.301 | Aμ=3.789 | Wmax=2.585 | Amax=4.858 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    87 | base=0.569299 | val=0.783331 | acc1=0.7569 | Wμ=1.267 | Aμ=3.669 | Wmax=2.585 | Amax=4.700 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    89 | base=0.481560 | val=1.409985 | acc1=0.6348 | Wμ=1.232 | Aμ=3.535 | Wmax=2.322 | Amax=4.524 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    91 | base=0.495005 | val=1.118847 | acc1=0.6954 | Wμ=1.199 | Aμ=3.393 | Wmax=2.322 | Amax=4.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    93 | base=0.515092 | val=0.866272 | acc1=0.7515 | Wμ=1.168 | Aμ=3.253 | Wmax=2.322 | Amax=4.170 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    95 | base=0.457574 | val=0.839053 | acc1=0.7522 | Wμ=1.142 | Aμ=3.132 | Wmax=2.322 | Amax=3.907 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    97 | base=0.550673 | val=0.886447 | acc1=0.7467 | Wμ=1.119 | Aμ=2.985 | Wmax=2.000 | Amax=3.700 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    99 | base=0.535083 | val=1.177209 | acc1=0.6533 | Wμ=1.099 | Aμ=2.873 | Wmax=2.000 | Amax=3.459 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   101 | base=0.462160 | val=0.628825 | acc1=0.8043 | Wμ=1.079 | Aμ=2.728 | Wmax=2.000 | Amax=3.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   103 | base=0.528435 | val=0.621426 | acc1=0.8059 | Wμ=1.063 | Aμ=2.654 | Wmax=2.000 | Amax=3.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   105 | base=0.506243 | val=0.946045 | acc1=0.7154 | Wμ=1.050 | Aμ=2.526 | Wmax=2.000 | Amax=2.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   107 | base=0.564786 | val=1.000765 | acc1=0.7140 | Wμ=1.041 | Aμ=2.424 | Wmax=2.000 | Amax=2.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   109 | base=0.636437 | val=0.932855 | acc1=0.7107 | Wμ=1.034 | Aμ=2.276 | Wmax=2.000 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   111 | base=0.564386 | val=0.843622 | acc1=0.7527 | Wμ=1.029 | Aμ=2.215 | Wmax=2.000 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   113 | base=0.655997 | val=0.820114 | acc1=0.7352 | Wμ=1.022 | Aμ=2.153 | Wmax=2.000 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   115 | base=0.706466 | val=0.695413 | acc1=0.7725 | Wμ=1.018 | Aμ=2.058 | Wmax=1.585 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   117 | base=0.694932 | val=0.827794 | acc1=0.7479 | Wμ=1.016 | Aμ=1.948 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   119 | base=0.761322 | val=1.478688 | acc1=0.5827 | Wμ=1.013 | Aμ=1.855 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   121 | base=0.753480 | val=0.632835 | acc1=0.7945 | Wμ=1.010 | Aμ=1.798 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   123 | base=0.733073 | val=1.554006 | acc1=0.5956 | Wμ=1.007 | Aμ=1.772 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   125 | base=0.776450 | val=0.880950 | acc1=0.7363 | Wμ=1.004 | Aμ=1.723 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   127 | base=0.959417 | val=0.961887 | acc1=0.7047 | Wμ=1.003 | Aμ=1.636 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   129 | base=0.811754 | val=1.064095 | acc1=0.6603 | Wμ=1.001 | Aμ=1.559 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   131 | base=0.837170 | val=0.968455 | acc1=0.7005 | Wμ=1.000 | Aμ=1.515 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   133 | base=0.759317 | val=0.727996 | acc1=0.7686 | Wμ=0.999 | Aμ=1.494 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   135 | base=0.906749 | val=0.808670 | acc1=0.7551 | Wμ=0.999 | Aμ=1.458 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   137 | base=0.927303 | val=1.223803 | acc1=0.6468 | Wμ=0.998 | Aμ=1.453 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   139 | base=0.973637 | val=0.861216 | acc1=0.7222 | Wμ=0.997 | Aμ=1.439 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   141 | base=0.956354 | val=0.849438 | acc1=0.7121 | Wμ=0.996 | Aμ=1.408 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   143 | base=0.954923 | val=0.690804 | acc1=0.7920 | Wμ=0.995 | Aμ=1.344 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   145 | base=0.892909 | val=0.650178 | acc1=0.7923 | Wμ=0.994 | Aμ=1.306 | Wmax=1.585 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   147 | base=0.969909 | val=0.767847 | acc1=0.7495 | Wμ=0.993 | Aμ=1.283 | Wmax=1.585 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   149 | base=1.056282 | val=0.782163 | acc1=0.7782 | Wμ=0.992 | Aμ=1.252 | Wmax=1.585 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   151 | base=0.909102 | val=0.850743 | acc1=0.7227 | Wμ=0.992 | Aμ=1.212 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   153 | base=1.335938 | val=1.113454 | acc1=0.6626 | Wμ=0.992 | Aμ=1.171 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   155 | base=0.987437 | val=0.963895 | acc1=0.6949 | Wμ=0.991 | Aμ=1.164 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   157 | base=1.090132 | val=0.709649 | acc1=0.7694 | Wμ=0.990 | Aμ=1.160 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   159 | base=1.047055 | val=0.881050 | acc1=0.7234 | Wμ=0.990 | Aμ=1.153 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   161 | base=1.022266 | val=0.891824 | acc1=0.7286 | Wμ=0.990 | Aμ=1.147 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   163 | base=1.045104 | val=0.801231 | acc1=0.7503 | Wμ=0.990 | Aμ=1.131 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   165 | base=1.245378 | val=0.681727 | acc1=0.7652 | Wμ=0.989 | Aμ=1.125 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   167 | base=1.031980 | val=0.809870 | acc1=0.7360 | Wμ=0.990 | Aμ=1.124 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   169 | base=1.076677 | val=0.711727 | acc1=0.7605 | Wμ=0.989 | Aμ=1.123 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   171 | base=1.031823 | val=0.846917 | acc1=0.7421 | Wμ=0.989 | Aμ=1.120 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   173 | base=1.093977 | val=0.715743 | acc1=0.7626 | Wμ=0.989 | Aμ=1.115 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   175 | base=1.128528 | val=0.940378 | acc1=0.6947 | Wμ=0.989 | Aμ=1.104 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   177 | base=1.138409 | val=0.777265 | acc1=0.7462 | Wμ=0.989 | Aμ=1.095 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   179 | base=1.129650 | val=0.701058 | acc1=0.7648 | Wμ=0.989 | Aμ=1.085 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   181 | base=1.080252 | val=0.788544 | acc1=0.7502 | Wμ=0.989 | Aμ=1.076 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   183 | base=1.183928 | val=0.958814 | acc1=0.6877 | Wμ=0.989 | Aμ=1.059 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   185 | base=1.129212 | val=0.851404 | acc1=0.7386 | Wμ=0.989 | Aμ=1.052 | Wmax=1.000 | Amax=1.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   187 | base=1.236943 | val=0.930076 | acc1=0.7179 | Wμ=0.989 | Aμ=1.048 | Wmax=1.000 | Amax=1.000 |LR=0.0017238 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   189 | base=1.103039 | val=0.968535 | acc1=0.6953 | Wμ=0.989 | Aμ=1.036 | Wmax=1.000 | Amax=1.000 |LR=0.0014835 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   191 | base=1.153998 | val=0.747605 | acc1=0.7555 | Wμ=0.989 | Aμ=1.010 | Wmax=1.000 | Amax=1.000 |LR=0.0012767 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   193 | base=1.079694 | val=0.927809 | acc1=0.7097 | Wμ=0.989 | Aμ=0.998 | Wmax=1.000 | Amax=1.000 |LR=0.0010988 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   195 | base=1.012827 | val=0.601232 | acc1=0.7972 | Wμ=0.990 | Aμ=0.998 | Wmax=1.585 | Amax=1.000 |LR=0.00094562 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   197 | base=1.044049 | val=1.074561 | acc1=0.6680 | Wμ=0.990 | Aμ=0.998 | Wmax=1.000 | Amax=1.000 |LR=0.00087724 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   199 | base=1.067634 | val=0.769633 | acc1=0.7578 | Wμ=0.990 | Aμ=0.998 | Wmax=1.000 | Amax=1.000 |LR=0.00075497 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   201 | base=1.006293 | val=0.798149 | acc1=0.7587 | Wμ=0.991 | Aμ=0.998 | Wmax=1.000 | Amax=1.000 |LR=0.00064973 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
