# callback_metrics keys:
# PSNR/B100
# PSNR/Set14
# PSNR/Set5
# PSNR/Urban100
# SSIM/B100
# SSIM/Set14
# SSIM/Set5
# SSIM/Urban100
# Val_loss/B100
# Val_loss/B100_epoch
# Val_loss/Set14
# Val_loss/Set14_epoch
# Val_loss/Set5
# Val_loss/Set5_epoch
# Val_loss/Urban100
# Val_loss/Urban100_epoch
     0 | train=nan | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=nan | gnorm=nan | Wμ=nan | Aμ=nan | t_train=nan | t_val=1.70 | mem=248.9 | psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     5 | train=0.001798 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00226 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.64 | t_val=11.99 | mem=383.9 | psnr_set14=28.250, psnr_set5=32.255, psnr_urban100=26.040, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.962, a_actual_set14=9.081, a_actual_set5=8.939, a_actual_urban100=9.315, a_max_b100=9.718, a_max_set14=9.782, a_max_set5=9.807, a_max_urban100=9.903, a_mean_b100=10.009, a_mean_set14=10.009, a_mean_set5=10.009, a_mean_urban100=10.009, w_actual_b100=10.007, w_actual_set14=10.007, w_actual_set5=10.007, w_actual_urban100=10.007, w_max_b100=10.014, w_max_set14=10.014, w_max_set5=10.014, w_max_urban100=10.014, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     6 | train=0.002723 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00264 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.95 | mem=383.9 | psnr_set14=28.232, psnr_set5=32.245, psnr_urban100=26.039, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.935, a_actual_set14=9.069, a_actual_set5=8.929, a_actual_urban100=9.304, a_max_b100=9.695, a_max_set14=9.785, a_max_set5=9.811, a_max_urban100=9.890, a_mean_b100=10.011, a_mean_set14=10.011, a_mean_set5=10.011, a_mean_urban100=10.011, w_actual_b100=10.009, w_actual_set14=10.009, w_actual_set5=10.009, w_actual_urban100=10.009, w_max_b100=10.024, w_max_set14=10.024, w_max_set5=10.024, w_max_urban100=10.024, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     7 | train=0.002379 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00302 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.61 | t_val=11.96 | mem=383.9 | psnr_set14=28.239, psnr_set5=32.264, psnr_urban100=25.998, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.904, a_actual_set14=9.057, a_actual_set5=8.904, a_actual_urban100=9.262, a_max_b100=9.701, a_max_set14=9.795, a_max_set5=9.816, a_max_urban100=9.880, a_mean_b100=10.014, a_mean_set14=10.014, a_mean_set5=10.014, a_mean_urban100=10.014, w_actual_b100=10.013, w_actual_set14=10.013, w_actual_set5=10.013, w_actual_urban100=10.013, w_max_b100=10.033, w_max_set14=10.033, w_max_set5=10.033, w_max_urban100=10.033, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     8 | train=0.002904 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0034 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=28.232, psnr_set5=32.262, psnr_urban100=26.000, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |  | a_actual_b100=8.931, a_actual_set14=9.078, a_actual_set5=8.920, a_actual_urban100=9.294, a_max_b100=9.718, a_max_set14=9.811, a_max_set5=9.823, a_max_urban100=9.901, a_mean_b100=10.017, a_mean_set14=10.017, a_mean_set5=10.017, a_mean_urban100=10.017, w_actual_b100=10.016, w_actual_set14=10.016, w_actual_set5=10.016, w_actual_urban100=10.016, w_max_b100=10.040, w_max_set14=10.040, w_max_set5=10.040, w_max_urban100=10.040, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     9 | train=0.003468 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00378 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=28.175, psnr_set5=32.144, psnr_urban100=25.924, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.924, a_actual_set14=9.075, a_actual_set5=8.923, a_actual_urban100=9.302, a_max_b100=9.716, a_max_set14=9.823, a_max_set5=9.831, a_max_urban100=9.899, a_mean_b100=10.020, a_mean_set14=10.020, a_mean_set5=10.020, a_mean_urban100=10.020, w_actual_b100=10.020, w_actual_set14=10.020, w_actual_set5=10.020, w_actual_urban100=10.020, w_max_b100=10.058, w_max_set14=10.058, w_max_set5=10.058, w_max_urban100=10.058, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    10 | train=0.003162 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00416 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.96 | mem=383.9 | psnr_set14=28.179, psnr_set5=32.256, psnr_urban100=25.935, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |  | a_actual_b100=8.891, a_actual_set14=9.060, a_actual_set5=8.924, a_actual_urban100=9.266, a_max_b100=9.709, a_max_set14=9.814, a_max_set5=9.838, a_max_urban100=9.900, a_mean_b100=10.024, a_mean_set14=10.024, a_mean_set5=10.024, a_mean_urban100=10.024, w_actual_b100=10.024, w_actual_set14=10.024, w_actual_set5=10.024, w_actual_urban100=10.024, w_max_b100=10.059, w_max_set14=10.059, w_max_set5=10.059, w_max_urban100=10.059, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    11 | train=0.005349 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00454 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.96 | mem=383.9 | psnr_set14=28.199, psnr_set5=32.201, psnr_urban100=25.960, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.896, a_actual_set14=9.069, a_actual_set5=8.902, a_actual_urban100=9.279, a_max_b100=9.728, a_max_set14=9.824, a_max_set5=9.842, a_max_urban100=9.905, a_mean_b100=10.028, a_mean_set14=10.028, a_mean_set5=10.028, a_mean_urban100=10.028, w_actual_b100=10.028, w_actual_set14=10.028, w_actual_set5=10.028, w_actual_urban100=10.028, w_max_b100=10.075, w_max_set14=10.075, w_max_set5=10.075, w_max_urban100=10.075, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    12 | train=0.003155 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00492 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.94 | mem=383.9 | psnr_set14=28.134, psnr_set5=32.231, psnr_urban100=25.889, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.960 |  | a_actual_b100=8.941, a_actual_set14=9.118, a_actual_set5=8.952, a_actual_urban100=9.346, a_max_b100=9.729, a_max_set14=9.858, a_max_set5=9.849, a_max_urban100=9.925, a_mean_b100=10.032, a_mean_set14=10.032, a_mean_set5=10.032, a_mean_urban100=10.032, w_actual_b100=10.035, w_actual_set14=10.035, w_actual_set5=10.035, w_actual_urban100=10.035, w_max_b100=10.074, w_max_set14=10.074, w_max_set5=10.074, w_max_urban100=10.074, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    13 | train=0.004452 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0053 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.59 | t_val=11.95 | mem=383.9 | psnr_set14=28.154, psnr_set5=32.183, psnr_urban100=25.864, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.960 |  | a_actual_b100=8.902, a_actual_set14=9.096, a_actual_set5=8.921, a_actual_urban100=9.308, a_max_b100=9.737, a_max_set14=9.866, a_max_set5=9.869, a_max_urban100=9.936, a_mean_b100=10.036, a_mean_set14=10.036, a_mean_set5=10.036, a_mean_urban100=10.036, w_actual_b100=10.041, w_actual_set14=10.041, w_actual_set5=10.041, w_actual_urban100=10.041, w_max_b100=10.095, w_max_set14=10.095, w_max_set5=10.095, w_max_urban100=10.095, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    14 | train=0.004392 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00568 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.72 | t_val=12.08 | mem=383.9 | psnr_set14=28.045, psnr_set5=31.980, psnr_urban100=25.711, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.959 |  | a_actual_b100=8.912, a_actual_set14=9.072, a_actual_set5=8.918, a_actual_urban100=9.304, a_max_b100=9.749, a_max_set14=9.847, a_max_set5=9.864, a_max_urban100=9.928, a_mean_b100=10.041, a_mean_set14=10.041, a_mean_set5=10.041, a_mean_urban100=10.041, w_actual_b100=10.047, w_actual_set14=10.047, w_actual_set5=10.047, w_actual_urban100=10.047, w_max_b100=10.142, w_max_set14=10.142, w_max_set5=10.142, w_max_urban100=10.142, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
    15 | train=0.005772 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00606 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=28.010, psnr_set5=31.960, psnr_urban100=25.648, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.958 |  | a_actual_b100=8.930, a_actual_set14=9.115, a_actual_set5=8.958, a_actual_urban100=9.333, a_max_b100=9.768, a_max_set14=9.921, a_max_set5=9.896, a_max_urban100=9.969, a_mean_b100=10.043, a_mean_set14=10.043, a_mean_set5=10.043, a_mean_urban100=10.043, w_actual_b100=10.054, w_actual_set14=10.054, w_actual_set5=10.054, w_actual_urban100=10.054, w_max_b100=10.155, w_max_set14=10.155, w_max_set5=10.155, w_max_urban100=10.155, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    16 | train=0.004980 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00644 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.95 | mem=383.9 | psnr_set14=27.976, psnr_set5=31.890, psnr_urban100=25.544, ssim_set14=0.854, ssim_set5=0.906, ssim_urban100=0.957 |  | a_actual_b100=8.907, a_actual_set14=9.060, a_actual_set5=8.911, a_actual_urban100=9.296, a_max_b100=9.756, a_max_set14=9.862, a_max_set5=9.885, a_max_urban100=9.949, a_mean_b100=10.046, a_mean_set14=10.046, a_mean_set5=10.046, a_mean_urban100=10.046, w_actual_b100=10.067, w_actual_set14=10.067, w_actual_set5=10.067, w_actual_urban100=10.067, w_max_b100=10.217, w_max_set14=10.217, w_max_set5=10.217, w_max_urban100=10.217, w_mean_b100=9.981, w_mean_set14=9.981, w_mean_set5=9.981, w_mean_urban100=9.981
    17 | train=0.007653 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00682 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.63 | t_val=11.96 | mem=383.9 | psnr_set14=28.000, psnr_set5=31.853, psnr_urban100=25.623, ssim_set14=0.854, ssim_set5=0.903, ssim_urban100=0.958 |  | a_actual_b100=8.910, a_actual_set14=9.065, a_actual_set5=8.908, a_actual_urban100=9.305, a_max_b100=9.768, a_max_set14=9.887, a_max_set5=9.939, a_max_urban100=9.965, a_mean_b100=10.050, a_mean_set14=10.050, a_mean_set5=10.050, a_mean_urban100=10.050, w_actual_b100=10.072, w_actual_set14=10.072, w_actual_set5=10.072, w_actual_urban100=10.072, w_max_b100=10.236, w_max_set14=10.236, w_max_set5=10.236, w_max_urban100=10.236, w_mean_b100=9.981, w_mean_set14=9.981, w_mean_set5=9.981, w_mean_urban100=9.981
    18 | train=0.005850 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0072 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.96 | mem=383.9 | psnr_set14=28.006, psnr_set5=31.970, psnr_urban100=25.609, ssim_set14=0.855, ssim_set5=0.907, ssim_urban100=0.958 |  | a_actual_b100=8.914, a_actual_set14=9.077, a_actual_set5=8.923, a_actual_urban100=9.301, a_max_b100=9.787, a_max_set14=9.916, a_max_set5=9.895, a_max_urban100=9.968, a_mean_b100=10.055, a_mean_set14=10.055, a_mean_set5=10.055, a_mean_urban100=10.055, w_actual_b100=10.076, w_actual_set14=10.076, w_actual_set5=10.076, w_actual_urban100=10.076, w_max_b100=10.237, w_max_set14=10.237, w_max_set5=10.237, w_max_urban100=10.237, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    19 | train=0.007228 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00758 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.93 | mem=383.9 | psnr_set14=27.970, psnr_set5=31.919, psnr_urban100=25.505, ssim_set14=0.854, ssim_set5=0.906, ssim_urban100=0.957 |  | a_actual_b100=8.901, a_actual_set14=9.032, a_actual_set5=8.880, a_actual_urban100=9.289, a_max_b100=9.770, a_max_set14=9.896, a_max_set5=9.904, a_max_urban100=9.972, a_mean_b100=10.059, a_mean_set14=10.059, a_mean_set5=10.059, a_mean_urban100=10.059, w_actual_b100=10.079, w_actual_set14=10.079, w_actual_set5=10.079, w_actual_urban100=10.079, w_max_b100=10.250, w_max_set14=10.250, w_max_set5=10.250, w_max_urban100=10.250, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    20 | train=0.012647 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00796 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.63 | t_val=11.99 | mem=383.9 | psnr_set14=27.761, psnr_set5=31.624, psnr_urban100=25.303, ssim_set14=0.850, ssim_set5=0.902, ssim_urban100=0.954 |  | a_actual_b100=8.874, a_actual_set14=9.020, a_actual_set5=8.872, a_actual_urban100=9.260, a_max_b100=9.819, a_max_set14=9.896, a_max_set5=9.913, a_max_urban100=9.981, a_mean_b100=10.064, a_mean_set14=10.064, a_mean_set5=10.064, a_mean_urban100=10.064, w_actual_b100=10.092, w_actual_set14=10.092, w_actual_set5=10.092, w_actual_urban100=10.092, w_max_b100=10.254, w_max_set14=10.254, w_max_set5=10.254, w_max_urban100=10.254, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    21 | train=0.009796 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00834 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.63 | t_val=11.98 | mem=383.9 | psnr_set14=27.792, psnr_set5=31.514, psnr_urban100=25.366, ssim_set14=0.852, ssim_set5=0.901, ssim_urban100=0.956 |  | a_actual_b100=8.906, a_actual_set14=9.082, a_actual_set5=8.945, a_actual_urban100=9.296, a_max_b100=9.819, a_max_set14=9.921, a_max_set5=9.952, a_max_urban100=9.979, a_mean_b100=10.065, a_mean_set14=10.065, a_mean_set5=10.065, a_mean_urban100=10.065, w_actual_b100=10.101, w_actual_set14=10.101, w_actual_set5=10.101, w_actual_urban100=10.101, w_max_b100=10.287, w_max_set14=10.287, w_max_set5=10.287, w_max_urban100=10.287, w_mean_b100=9.985, w_mean_set14=9.985, w_mean_set5=9.985, w_mean_urban100=9.985
    22 | train=0.010091 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00872 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.78 | t_val=12.01 | mem=383.9 | psnr_set14=27.799, psnr_set5=31.676, psnr_urban100=25.355, ssim_set14=0.850, ssim_set5=0.901, ssim_urban100=0.955 |  | a_actual_b100=8.884, a_actual_set14=9.083, a_actual_set5=8.892, a_actual_urban100=9.298, a_max_b100=9.798, a_max_set14=9.966, a_max_set5=9.937, a_max_urban100=10.007, a_mean_b100=10.066, a_mean_set14=10.066, a_mean_set5=10.066, a_mean_urban100=10.066, w_actual_b100=10.106, w_actual_set14=10.106, w_actual_set5=10.106, w_actual_urban100=10.106, w_max_b100=10.306, w_max_set14=10.306, w_max_set5=10.306, w_max_urban100=10.306, w_mean_b100=9.986, w_mean_set14=9.986, w_mean_set5=9.986, w_mean_urban100=9.986
    23 | train=0.011931 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0091 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.64 | t_val=11.99 | mem=383.9 | psnr_set14=27.677, psnr_set5=31.415, psnr_urban100=25.170, ssim_set14=0.847, ssim_set5=0.895, ssim_urban100=0.954 |  | a_actual_b100=8.864, a_actual_set14=9.035, a_actual_set5=8.854, a_actual_urban100=9.315, a_max_b100=9.801, a_max_set14=9.948, a_max_set5=9.961, a_max_urban100=10.008, a_mean_b100=10.068, a_mean_set14=10.068, a_mean_set5=10.068, a_mean_urban100=10.068, w_actual_b100=10.115, w_actual_set14=10.115, w_actual_set5=10.115, w_actual_urban100=10.115, w_max_b100=10.369, w_max_set14=10.369, w_max_set5=10.369, w_max_urban100=10.369, w_mean_b100=9.987, w_mean_set14=9.987, w_mean_set5=9.987, w_mean_urban100=9.987
    24 | train=0.010660 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00948 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.63 | t_val=11.98 | mem=383.9 | psnr_set14=27.701, psnr_set5=31.608, psnr_urban100=25.274, ssim_set14=0.846, ssim_set5=0.896, ssim_urban100=0.955 |  | a_actual_b100=8.911, a_actual_set14=9.073, a_actual_set5=8.879, a_actual_urban100=9.331, a_max_b100=9.792, a_max_set14=9.918, a_max_set5=9.942, a_max_urban100=10.001, a_mean_b100=10.072, a_mean_set14=10.072, a_mean_set5=10.072, a_mean_urban100=10.072, w_actual_b100=10.122, w_actual_set14=10.122, w_actual_set5=10.122, w_actual_urban100=10.122, w_max_b100=10.398, w_max_set14=10.398, w_max_set5=10.398, w_max_urban100=10.398, w_mean_b100=9.989, w_mean_set14=9.989, w_mean_set5=9.989, w_mean_urban100=9.989
