     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.75 | mem=248.9 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     5 | train=0.001750 | val=nan | lr=0.00226 | t_train=12.71 | t_val=12.04 | mem=383.9 | psnr_b100=27.585, psnr_set14=28.236, psnr_set5=32.277, psnr_urban100=26.053, ssim_b100=0.737, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |
     6 | train=0.002488 | val=nan | lr=0.00264 | t_train=12.74 | t_val=12.08 | mem=383.9 | psnr_b100=27.574, psnr_set14=28.259, psnr_set5=32.258, psnr_urban100=26.042, ssim_b100=0.737, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |
     7 | train=0.003403 | val=nan | lr=0.00302 | t_train=12.81 | t_val=12.14 | mem=383.9 | psnr_b100=27.577, psnr_set14=28.266, psnr_set5=32.293, psnr_urban100=26.042, ssim_b100=0.736, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |
     8 | train=0.002431 | val=nan | lr=0.0034 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=27.558, psnr_set14=28.238, psnr_set5=32.292, psnr_urban100=26.008, ssim_b100=0.736, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |
     9 | train=0.004027 | val=nan | lr=0.00378 | t_train=12.83 | t_val=12.17 | mem=383.9 | psnr_b100=27.560, psnr_set14=28.225, psnr_set5=32.223, psnr_urban100=26.026, ssim_b100=0.736, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |
    10 | train=0.002572 | val=nan | lr=0.00416 | t_train=12.78 | t_val=12.11 | mem=383.9 | psnr_b100=27.546, psnr_set14=28.242, psnr_set5=32.292, psnr_urban100=25.981, ssim_b100=0.735, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.962 |
    11 | train=0.004122 | val=nan | lr=0.00454 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=27.457, psnr_set14=28.199, psnr_set5=32.210, psnr_urban100=25.825, ssim_b100=0.732, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.959 |
    12 | train=0.003512 | val=nan | lr=0.00492 | t_train=12.77 | t_val=12.10 | mem=383.9 | psnr_b100=27.475, psnr_set14=28.131, psnr_set5=32.212, psnr_urban100=25.844, ssim_b100=0.733, ssim_set14=0.857, ssim_set5=0.912, ssim_urban100=0.959 |
    13 | train=0.005291 | val=nan | lr=0.0053 | t_train=12.73 | t_val=12.08 | mem=383.9 | psnr_b100=27.464, psnr_set14=28.045, psnr_set5=32.118, psnr_urban100=25.769, ssim_b100=0.733, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.959 |
    14 | train=0.004103 | val=nan | lr=0.00568 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=27.449, psnr_set14=28.095, psnr_set5=32.096, psnr_urban100=25.777, ssim_b100=0.732, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.959 |
    15 | train=0.004732 | val=nan | lr=0.00606 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=27.473, psnr_set14=28.125, psnr_set5=32.105, psnr_urban100=25.802, ssim_b100=0.733, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.960 |
    16 | train=0.004563 | val=nan | lr=0.00644 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.462, psnr_set14=28.111, psnr_set5=32.096, psnr_urban100=25.782, ssim_b100=0.733, ssim_set14=0.858, ssim_set5=0.910, ssim_urban100=0.959 |
    17 | train=0.005150 | val=nan | lr=0.00682 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=27.418, psnr_set14=28.022, psnr_set5=32.047, psnr_urban100=25.760, ssim_b100=0.731, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.958 |
    18 | train=0.006524 | val=nan | lr=0.0072 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.377, psnr_set14=28.001, psnr_set5=31.982, psnr_urban100=25.610, ssim_b100=0.730, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.958 |
    19 | train=0.010656 | val=nan | lr=0.00758 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=27.218, psnr_set14=27.890, psnr_set5=31.684, psnr_urban100=25.421, ssim_b100=0.722, ssim_set14=0.852, ssim_set5=0.903, ssim_urban100=0.956 |
    20 | train=0.007215 | val=nan | lr=0.00796 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=27.173, psnr_set14=27.718, psnr_set5=31.470, psnr_urban100=25.284, ssim_b100=0.720, ssim_set14=0.850, ssim_set5=0.900, ssim_urban100=0.954 |
    21 | train=0.009929 | val=nan | lr=0.00834 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.233, psnr_set14=27.811, psnr_set5=31.608, psnr_urban100=25.344, ssim_b100=0.721, ssim_set14=0.850, ssim_set5=0.899, ssim_urban100=0.955 |
    22 | train=0.010232 | val=nan | lr=0.00872 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=27.157, psnr_set14=27.713, psnr_set5=31.434, psnr_urban100=25.325, ssim_b100=0.712, ssim_set14=0.843, ssim_set5=0.887, ssim_urban100=0.955 |
    23 | train=0.009082 | val=nan | lr=0.0091 | t_train=12.88 | t_val=12.11 | mem=383.9 | psnr_b100=27.254, psnr_set14=27.804, psnr_set5=31.563, psnr_urban100=25.381, ssim_b100=0.723, ssim_set14=0.849, ssim_set5=0.897, ssim_urban100=0.956 |
    24 | train=0.013480 | val=nan | lr=0.00948 | t_train=12.74 | t_val=12.08 | mem=383.9 | psnr_b100=26.956, psnr_set14=27.456, psnr_set5=30.892, psnr_urban100=25.041, ssim_b100=0.696, ssim_set14=0.823, ssim_set5=0.859, ssim_urban100=0.952 |
    25 | train=0.012000 | val=nan | lr=0.00986 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=27.101, psnr_set14=27.631, psnr_set5=31.269, psnr_urban100=25.132, ssim_b100=0.711, ssim_set14=0.843, ssim_set5=0.888, ssim_urban100=0.953 |
    26 | train=0.017209 | val=nan | lr=0.01 | t_train=12.81 | t_val=12.13 | mem=383.9 | psnr_b100=27.258, psnr_set14=27.783, psnr_set5=31.534, psnr_urban100=25.312, ssim_b100=0.722, ssim_set14=0.849, ssim_set5=0.897, ssim_urban100=0.955 |
    27 | train=0.035452 | val=nan | lr=0.01 | t_train=12.71 | t_val=12.05 | mem=383.9 | psnr_b100=27.180, psnr_set14=27.735, psnr_set5=31.411, psnr_urban100=25.224, ssim_b100=0.715, ssim_set14=0.846, ssim_set5=0.894, ssim_urban100=0.955 |
    28 | train=0.040422 | val=nan | lr=0.01 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=26.882, psnr_set14=27.391, psnr_set5=30.955, psnr_urban100=24.869, ssim_b100=0.702, ssim_set14=0.838, ssim_set5=0.881, ssim_urban100=0.952 |
    29 | train=0.047263 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.156, psnr_set14=27.696, psnr_set5=31.414, psnr_urban100=25.123, ssim_b100=0.718, ssim_set14=0.848, ssim_set5=0.894, ssim_urban100=0.953 |
    30 | train=0.052503 | val=nan | lr=0.01 | t_train=12.82 | t_val=12.14 | mem=383.9 | psnr_b100=27.077, psnr_set14=27.636, psnr_set5=31.323, psnr_urban100=25.095, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.953 |
    31 | train=0.052199 | val=nan | lr=0.01 | t_train=12.88 | t_val=12.22 | mem=383.9 | psnr_b100=27.154, psnr_set14=27.678, psnr_set5=31.547, psnr_urban100=25.110, ssim_b100=0.721, ssim_set14=0.849, ssim_set5=0.900, ssim_urban100=0.952 |
    32 | train=0.054958 | val=nan | lr=0.01 | t_train=12.77 | t_val=12.11 | mem=383.9 | psnr_b100=27.200, psnr_set14=27.691, psnr_set5=31.475, psnr_urban100=25.159, ssim_b100=0.722, ssim_set14=0.849, ssim_set5=0.898, ssim_urban100=0.954 |
    33 | train=0.055661 | val=nan | lr=0.01 | t_train=13.03 | t_val=12.37 | mem=383.9 | psnr_b100=27.196, psnr_set14=27.716, psnr_set5=31.502, psnr_urban100=25.122, ssim_b100=0.722, ssim_set14=0.849, ssim_set5=0.898, ssim_urban100=0.953 |
    34 | train=0.055944 | val=nan | lr=0.01 | t_train=12.85 | t_val=12.12 | mem=383.9 | psnr_b100=26.905, psnr_set14=27.172, psnr_set5=30.487, psnr_urban100=24.801, ssim_b100=0.716, ssim_set14=0.842, ssim_set5=0.888, ssim_urban100=0.950 |
    35 | train=0.047483 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.048, psnr_set14=27.499, psnr_set5=31.105, psnr_urban100=24.957, ssim_b100=0.715, ssim_set14=0.843, ssim_set5=0.887, ssim_urban100=0.951 |
    36 | train=0.038823 | val=nan | lr=0.01 | t_train=12.74 | t_val=12.07 | mem=383.9 | psnr_b100=27.016, psnr_set14=27.438, psnr_set5=31.085, psnr_urban100=24.775, ssim_b100=0.716, ssim_set14=0.844, ssim_set5=0.891, ssim_urban100=0.949 |
    37 | train=0.029862 | val=nan | lr=0.01 | t_train=12.81 | t_val=12.13 | mem=383.9 | psnr_b100=27.070, psnr_set14=27.522, psnr_set5=31.169, psnr_urban100=24.793, ssim_b100=0.716, ssim_set14=0.845, ssim_set5=0.890, ssim_urban100=0.949 |
    38 | train=0.021456 | val=nan | lr=0.01 | t_train=12.77 | t_val=12.10 | mem=383.9 | psnr_b100=27.071, psnr_set14=27.533, psnr_set5=31.198, psnr_urban100=24.785, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.893, ssim_urban100=0.948 |
    39 | train=0.018070 | val=nan | lr=0.01 | t_train=12.82 | t_val=12.15 | mem=383.9 | psnr_b100=27.031, psnr_set14=27.385, psnr_set5=31.127, psnr_urban100=24.686, ssim_b100=0.714, ssim_set14=0.843, ssim_set5=0.892, ssim_urban100=0.947 |
    40 | train=0.016018 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.13 | mem=383.9 | psnr_b100=27.046, psnr_set14=27.469, psnr_set5=31.173, psnr_urban100=24.764, ssim_b100=0.718, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.948 |
    41 | train=0.014378 | val=nan | lr=0.01 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=26.993, psnr_set14=27.405, psnr_set5=30.991, psnr_urban100=24.769, ssim_b100=0.718, ssim_set14=0.846, ssim_set5=0.893, ssim_urban100=0.949 |
    42 | train=0.014398 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.106, psnr_set14=27.568, psnr_set5=31.216, psnr_urban100=24.899, ssim_b100=0.717, ssim_set14=0.845, ssim_set5=0.892, ssim_urban100=0.950 |
    43 | train=0.016455 | val=nan | lr=0.01 | t_train=12.83 | t_val=12.17 | mem=383.9 | psnr_b100=27.082, psnr_set14=27.493, psnr_set5=31.204, psnr_urban100=24.833, ssim_b100=0.715, ssim_set14=0.844, ssim_set5=0.891, ssim_urban100=0.949 |
    44 | train=0.013662 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=26.998, psnr_set14=27.366, psnr_set5=31.033, psnr_urban100=24.749, ssim_b100=0.712, ssim_set14=0.839, ssim_set5=0.885, ssim_urban100=0.948 |
    45 | train=0.014964 | val=nan | lr=0.01 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=27.094, psnr_set14=27.505, psnr_set5=31.231, psnr_urban100=24.848, ssim_b100=0.719, ssim_set14=0.846, ssim_set5=0.894, ssim_urban100=0.949 |
    46 | train=0.013696 | val=nan | lr=0.01 | t_train=12.76 | t_val=12.09 | mem=383.9 | psnr_b100=26.987, psnr_set14=27.411, psnr_set5=31.008, psnr_urban100=24.730, ssim_b100=0.719, ssim_set14=0.845, ssim_set5=0.894, ssim_urban100=0.949 |
    47 | train=0.015417 | val=nan | lr=0.01 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=26.995, psnr_set14=27.464, psnr_set5=31.136, psnr_urban100=24.755, ssim_b100=0.708, ssim_set14=0.841, ssim_set5=0.889, ssim_urban100=0.948 |
    48 | train=0.016293 | val=nan | lr=0.01 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=26.864, psnr_set14=27.273, psnr_set5=30.726, psnr_urban100=24.677, ssim_b100=0.695, ssim_set14=0.833, ssim_set5=0.873, ssim_urban100=0.948 |
    49 | train=0.017254 | val=nan | lr=0.01 | t_train=12.74 | t_val=12.08 | mem=383.9 | psnr_b100=26.894, psnr_set14=27.203, psnr_set5=30.663, psnr_urban100=24.559, ssim_b100=0.703, ssim_set14=0.834, ssim_set5=0.875, ssim_urban100=0.946 |
    50 | train=0.023462 | val=nan | lr=0.01 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=26.041, psnr_set14=26.251, psnr_set5=29.025, psnr_urban100=23.880, ssim_b100=0.661, ssim_set14=0.817, ssim_set5=0.849, ssim_urban100=0.940 |
    51 | train=0.017385 | val=nan | lr=0.01 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=25.384, psnr_set14=25.591, psnr_set5=27.956, psnr_urban100=23.406, ssim_b100=0.619, ssim_set14=0.775, ssim_set5=0.808, ssim_urban100=0.934 |
    52 | train=0.250065 | val=nan | lr=0.01 | t_train=12.75 | t_val=12.08 | mem=383.9 | psnr_b100=16.057, psnr_set14=15.257, psnr_set5=16.301, psnr_urban100=15.228, ssim_b100=0.286, ssim_set14=0.480, ssim_set5=0.423, ssim_urban100=0.770 |
    53 | train=0.098242 | val=nan | lr=0.01 | t_train=12.74 | t_val=12.07 | mem=383.9 | psnr_b100=23.017, psnr_set14=22.536, psnr_set5=23.584, psnr_urban100=21.168, ssim_b100=0.428, ssim_set14=0.578, ssim_set5=0.552, ssim_urban100=0.875 |
    54 | train=0.050063 | val=nan | lr=0.01 | t_train=12.87 | t_val=12.12 | mem=383.9 | psnr_b100=24.419, psnr_set14=24.012, psnr_set5=25.796, psnr_urban100=22.130, ssim_b100=0.539, ssim_set14=0.714, ssim_set5=0.690, ssim_urban100=0.909 |
    55 | train=0.035898 | val=nan | lr=0.01 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=25.241, psnr_set14=25.100, psnr_set5=27.423, psnr_urban100=22.761, ssim_b100=0.594, ssim_set14=0.736, ssim_set5=0.745, ssim_urban100=0.914 |
    56 | train=0.029137 | val=nan | lr=0.01 | t_train=12.90 | t_val=12.24 | mem=383.9 | psnr_b100=25.873, psnr_set14=25.771, psnr_set5=28.530, psnr_urban100=23.220, ssim_b100=0.648, ssim_set14=0.797, ssim_set5=0.809, ssim_urban100=0.926 |
    57 | train=0.030038 | val=nan | lr=0.01 | t_train=12.84 | t_val=12.17 | mem=383.9 | psnr_b100=25.645, psnr_set14=25.505, psnr_set5=27.923, psnr_urban100=23.100, ssim_b100=0.668, ssim_set14=0.802, ssim_set5=0.824, ssim_urban100=0.925 |
    58 | train=0.037863 | val=nan | lr=0.009982 | t_train=12.86 | t_val=12.20 | mem=383.9 | psnr_b100=25.881, psnr_set14=25.858, psnr_set5=28.660, psnr_urban100=23.241, ssim_b100=0.644, ssim_set14=0.789, ssim_set5=0.806, ssim_urban100=0.924 |
    59 | train=0.024812 | val=nan | lr=0.0099631 | t_train=12.85 | t_val=12.19 | mem=383.9 | psnr_b100=26.101, psnr_set14=26.073, psnr_set5=29.115, psnr_urban100=23.340, ssim_b100=0.679, ssim_set14=0.809, ssim_set5=0.833, ssim_urban100=0.927 |
    60 | train=0.023410 | val=nan | lr=0.0099442 | t_train=12.87 | t_val=12.20 | mem=383.9 | psnr_b100=25.468, psnr_set14=25.266, psnr_set5=27.825, psnr_urban100=22.849, ssim_b100=0.684, ssim_set14=0.812, ssim_set5=0.843, ssim_urban100=0.926 |
    61 | train=0.018762 | val=nan | lr=0.0099253 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=26.159, psnr_set14=26.094, psnr_set5=29.165, psnr_urban100=23.403, ssim_b100=0.683, ssim_set14=0.808, ssim_set5=0.836, ssim_urban100=0.927 |
    62 | train=0.018645 | val=nan | lr=0.0099064 | t_train=12.92 | t_val=12.25 | mem=383.9 | psnr_b100=26.192, psnr_set14=26.166, psnr_set5=29.291, psnr_urban100=23.431, ssim_b100=0.681, ssim_set14=0.811, ssim_set5=0.840, ssim_urban100=0.927 |
    63 | train=0.024050 | val=nan | lr=0.0098876 | t_train=12.93 | t_val=12.18 | mem=383.9 | psnr_b100=25.809, psnr_set14=25.884, psnr_set5=28.708, psnr_urban100=23.225, ssim_b100=0.681, ssim_set14=0.811, ssim_set5=0.839, ssim_urban100=0.927 |
    64 | train=0.013696 | val=nan | lr=0.0098689 | t_train=12.90 | t_val=12.24 | mem=383.9 | psnr_b100=25.924, psnr_set14=25.988, psnr_set5=28.941, psnr_urban100=23.286, ssim_b100=0.689, ssim_set14=0.817, ssim_set5=0.850, ssim_urban100=0.927 |
    65 | train=0.020434 | val=nan | lr=0.0098501 | t_train=12.87 | t_val=12.22 | mem=383.9 | psnr_b100=26.216, psnr_set14=26.153, psnr_set5=29.277, psnr_urban100=23.450, ssim_b100=0.683, ssim_set14=0.811, ssim_set5=0.839, ssim_urban100=0.928 |
    66 | train=0.026094 | val=nan | lr=0.0098314 | t_train=12.85 | t_val=12.19 | mem=383.9 | psnr_b100=26.185, psnr_set14=26.166, psnr_set5=29.252, psnr_urban100=23.458, ssim_b100=0.687, ssim_set14=0.815, ssim_set5=0.847, ssim_urban100=0.927 |
    67 | train=0.018445 | val=nan | lr=0.0098128 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=25.952, psnr_set14=25.687, psnr_set5=28.442, psnr_urban100=23.250, ssim_b100=0.687, ssim_set14=0.816, ssim_set5=0.847, ssim_urban100=0.928 |
    68 | train=0.021048 | val=nan | lr=0.0097941 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=26.266, psnr_set14=26.240, psnr_set5=29.410, psnr_urban100=23.481, ssim_b100=0.691, ssim_set14=0.819, ssim_set5=0.852, ssim_urban100=0.928 |
    69 | train=0.026962 | val=nan | lr=0.0097755 | t_train=12.90 | t_val=12.23 | mem=383.9 | psnr_b100=26.298, psnr_set14=26.276, psnr_set5=29.534, psnr_urban100=23.510, ssim_b100=0.689, ssim_set14=0.818, ssim_set5=0.849, ssim_urban100=0.927 |
