# callback_metrics keys:
# PSNR/B100
# PSNR/Set14
# PSNR/Set5
# PSNR/Urban100
# SSIM/B100
# SSIM/Set14
# SSIM/Set5
# SSIM/Urban100
# Val_loss/B100
# Val_loss/B100_epoch
# Val_loss/Set14
# Val_loss/Set14_epoch
# Val_loss/Set5
# Val_loss/Set5_epoch
# Val_loss/Urban100
# Val_loss/Urban100_epoch
     0 | train=nan | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=nan | gnorm=nan | Wμ=nan | Aμ=nan | t_train=nan | t_val=1.73 | mem=248.9 | psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     3 | train=0.002322 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.003 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.61 | t_val=11.86 | mem=383.9 | psnr_set14=28.294, psnr_set5=32.326, psnr_urban100=26.095, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.909, a_actual_set14=9.054, a_actual_set5=8.907, a_actual_urban100=9.269, a_max_b100=9.684, a_max_set14=9.783, a_max_set5=9.802, a_max_urban100=9.868, a_mean_b100=10.007, a_mean_set14=10.007, a_mean_set5=10.007, a_mean_urban100=10.007, w_actual_b100=10.006, w_actual_set14=10.006, w_actual_set5=10.006, w_actual_urban100=10.006, w_max_b100=10.014, w_max_set14=10.014, w_max_set5=10.014, w_max_urban100=10.014, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     4 | train=0.002912 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00376 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.53 | t_val=11.89 | mem=383.9 | psnr_set14=28.280, psnr_set5=32.287, psnr_urban100=26.060, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.946, a_actual_set14=9.102, a_actual_set5=8.947, a_actual_urban100=9.320, a_max_b100=9.694, a_max_set14=9.804, a_max_set5=9.814, a_max_urban100=9.888, a_mean_b100=10.010, a_mean_set14=10.010, a_mean_set5=10.010, a_mean_urban100=10.010, w_actual_b100=10.009, w_actual_set14=10.009, w_actual_set5=10.009, w_actual_urban100=10.009, w_max_b100=10.020, w_max_set14=10.020, w_max_set5=10.020, w_max_urban100=10.020, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     5 | train=0.002690 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00452 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.91 | mem=383.9 | psnr_set14=28.236, psnr_set5=32.319, psnr_urban100=26.015, ssim_set14=0.860, ssim_set5=0.914, ssim_urban100=0.962 |  | a_actual_b100=8.923, a_actual_set14=9.084, a_actual_set5=8.926, a_actual_urban100=9.288, a_max_b100=9.702, a_max_set14=9.811, a_max_set5=9.819, a_max_urban100=9.887, a_mean_b100=10.014, a_mean_set14=10.014, a_mean_set5=10.014, a_mean_urban100=10.014, w_actual_b100=10.013, w_actual_set14=10.013, w_actual_set5=10.013, w_actual_urban100=10.013, w_max_b100=10.025, w_max_set14=10.025, w_max_set5=10.025, w_max_urban100=10.025, w_mean_b100=9.977, w_mean_set14=9.977, w_mean_set5=9.977, w_mean_urban100=9.977
     6 | train=0.004367 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00528 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.91 | mem=383.9 | psnr_set14=28.196, psnr_set5=32.221, psnr_urban100=25.903, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.960 |  | a_actual_b100=8.925, a_actual_set14=9.098, a_actual_set5=8.952, a_actual_urban100=9.298, a_max_b100=9.709, a_max_set14=9.838, a_max_set5=9.824, a_max_urban100=9.895, a_mean_b100=10.017, a_mean_set14=10.017, a_mean_set5=10.017, a_mean_urban100=10.017, w_actual_b100=10.020, w_actual_set14=10.020, w_actual_set5=10.020, w_actual_urban100=10.020, w_max_b100=10.066, w_max_set14=10.066, w_max_set5=10.066, w_max_urban100=10.066, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     7 | train=0.003997 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00604 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.93 | mem=383.9 | psnr_set14=28.166, psnr_set5=32.227, psnr_urban100=25.918, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |  | a_actual_b100=8.944, a_actual_set14=9.109, a_actual_set5=8.982, a_actual_urban100=9.320, a_max_b100=9.727, a_max_set14=9.861, a_max_set5=9.834, a_max_urban100=9.916, a_mean_b100=10.021, a_mean_set14=10.021, a_mean_set5=10.021, a_mean_urban100=10.021, w_actual_b100=10.028, w_actual_set14=10.028, w_actual_set5=10.028, w_actual_urban100=10.028, w_max_b100=10.120, w_max_set14=10.120, w_max_set5=10.120, w_max_urban100=10.120, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     8 | train=0.004154 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0068 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.89 | mem=383.9 | psnr_set14=28.048, psnr_set5=31.905, psnr_urban100=25.680, ssim_set14=0.857, ssim_set5=0.908, ssim_urban100=0.959 |  | a_actual_b100=8.995, a_actual_set14=9.177, a_actual_set5=9.003, a_actual_urban100=9.404, a_max_b100=9.791, a_max_set14=9.941, a_max_set5=9.948, a_max_urban100=9.969, a_mean_b100=10.026, a_mean_set14=10.026, a_mean_set5=10.026, a_mean_urban100=10.026, w_actual_b100=10.033, w_actual_set14=10.033, w_actual_set5=10.033, w_actual_urban100=10.033, w_max_b100=10.103, w_max_set14=10.103, w_max_set5=10.103, w_max_urban100=10.103, w_mean_b100=9.978, w_mean_set14=9.978, w_mean_set5=9.978, w_mean_urban100=9.978
     9 | train=0.005126 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00756 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.58 | t_val=11.92 | mem=383.9 | psnr_set14=28.016, psnr_set5=32.061, psnr_urban100=25.747, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.959 |  | a_actual_b100=8.923, a_actual_set14=9.085, a_actual_set5=8.918, a_actual_urban100=9.300, a_max_b100=9.745, a_max_set14=9.862, a_max_set5=9.852, a_max_urban100=9.920, a_mean_b100=10.032, a_mean_set14=10.032, a_mean_set5=10.032, a_mean_urban100=10.032, w_actual_b100=10.042, w_actual_set14=10.042, w_actual_set5=10.042, w_actual_urban100=10.042, w_max_b100=10.155, w_max_set14=10.155, w_max_set5=10.155, w_max_urban100=10.155, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    10 | train=0.007224 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00832 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.56 | t_val=11.89 | mem=383.9 | psnr_set14=27.956, psnr_set5=31.888, psnr_urban100=25.520, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.958 |  | a_actual_b100=8.957, a_actual_set14=9.126, a_actual_set5=8.980, a_actual_urban100=9.332, a_max_b100=9.761, a_max_set14=9.909, a_max_set5=9.871, a_max_urban100=9.941, a_mean_b100=10.034, a_mean_set14=10.034, a_mean_set5=10.034, a_mean_urban100=10.034, w_actual_b100=10.048, w_actual_set14=10.048, w_actual_set5=10.048, w_actual_urban100=10.048, w_max_b100=10.119, w_max_set14=10.119, w_max_set5=10.119, w_max_urban100=10.119, w_mean_b100=9.979, w_mean_set14=9.979, w_mean_set5=9.979, w_mean_urban100=9.979
    11 | train=0.007223 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00908 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.57 | t_val=11.92 | mem=383.9 | psnr_set14=27.975, psnr_set5=31.864, psnr_urban100=25.552, ssim_set14=0.855, ssim_set5=0.907, ssim_urban100=0.958 |  | a_actual_b100=8.905, a_actual_set14=9.099, a_actual_set5=8.924, a_actual_urban100=9.289, a_max_b100=9.764, a_max_set14=9.887, a_max_set5=9.875, a_max_urban100=9.950, a_mean_b100=10.037, a_mean_set14=10.037, a_mean_set5=10.037, a_mean_urban100=10.037, w_actual_b100=10.054, w_actual_set14=10.054, w_actual_set5=10.054, w_actual_urban100=10.054, w_max_b100=10.141, w_max_set14=10.141, w_max_set5=10.141, w_max_urban100=10.141, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    12 | train=0.005210 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.00984 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.62 | t_val=11.96 | mem=383.9 | psnr_set14=27.916, psnr_set5=31.820, psnr_urban100=25.518, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.956 |  | a_actual_b100=8.936, a_actual_set14=9.126, a_actual_set5=8.949, a_actual_urban100=9.352, a_max_b100=9.758, a_max_set14=9.896, a_max_set5=9.876, a_max_urban100=9.972, a_mean_b100=10.041, a_mean_set14=10.041, a_mean_set5=10.041, a_mean_urban100=10.041, w_actual_b100=10.059, w_actual_set14=10.059, w_actual_set5=10.059, w_actual_urban100=10.059, w_max_b100=10.180, w_max_set14=10.180, w_max_set5=10.180, w_max_urban100=10.180, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    13 | train=0.010716 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0106 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.54 | t_val=11.89 | mem=383.9 | psnr_set14=27.842, psnr_set5=31.634, psnr_urban100=25.390, ssim_set14=0.851, ssim_set5=0.902, ssim_urban100=0.956 |  | a_actual_b100=8.955, a_actual_set14=9.144, a_actual_set5=8.967, a_actual_urban100=9.348, a_max_b100=9.786, a_max_set14=9.928, a_max_set5=9.903, a_max_urban100=9.969, a_mean_b100=10.044, a_mean_set14=10.044, a_mean_set5=10.044, a_mean_urban100=10.044, w_actual_b100=10.071, w_actual_set14=10.071, w_actual_set5=10.071, w_actual_urban100=10.071, w_max_b100=10.184, w_max_set14=10.184, w_max_set5=10.184, w_max_urban100=10.184, w_mean_b100=9.980, w_mean_set14=9.980, w_mean_set5=9.980, w_mean_urban100=9.980
    14 | train=0.006967 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01136 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.60 | t_val=11.96 | mem=383.9 | psnr_set14=27.804, psnr_set5=31.770, psnr_urban100=25.457, ssim_set14=0.851, ssim_set5=0.901, ssim_urban100=0.956 |  | a_actual_b100=8.870, a_actual_set14=9.076, a_actual_set5=8.885, a_actual_urban100=9.260, a_max_b100=9.800, a_max_set14=9.921, a_max_set5=9.907, a_max_urban100=9.949, a_mean_b100=10.054, a_mean_set14=10.054, a_mean_set5=10.054, a_mean_urban100=10.054, w_actual_b100=10.082, w_actual_set14=10.082, w_actual_set5=10.082, w_actual_urban100=10.082, w_max_b100=10.222, w_max_set14=10.222, w_max_set5=10.222, w_max_urban100=10.222, w_mean_b100=9.982, w_mean_set14=9.982, w_mean_set5=9.982, w_mean_urban100=9.982
    15 | train=0.018300 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01212 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.53 | t_val=11.88 | mem=383.9 | psnr_set14=27.694, psnr_set5=31.503, psnr_urban100=25.308, ssim_set14=0.844, ssim_set5=0.890, ssim_urban100=0.954 |  | a_actual_b100=8.869, a_actual_set14=9.058, a_actual_set5=8.870, a_actual_urban100=9.272, a_max_b100=9.772, a_max_set14=9.898, a_max_set5=9.901, a_max_urban100=9.958, a_mean_b100=10.060, a_mean_set14=10.060, a_mean_set5=10.060, a_mean_urban100=10.060, w_actual_b100=10.087, w_actual_set14=10.087, w_actual_set5=10.087, w_actual_urban100=10.087, w_max_b100=10.224, w_max_set14=10.224, w_max_set5=10.224, w_max_urban100=10.224, w_mean_b100=9.981, w_mean_set14=9.981, w_mean_set5=9.981, w_mean_urban100=9.981
    16 | train=0.018761 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01288 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.56 | t_val=11.90 | mem=383.9 | psnr_set14=26.509, psnr_set5=29.272, psnr_urban100=24.327, ssim_set14=0.797, ssim_set5=0.823, ssim_urban100=0.941 |  | a_actual_b100=8.888, a_actual_set14=9.048, a_actual_set5=8.870, a_actual_urban100=9.259, a_max_b100=9.753, a_max_set14=9.878, a_max_set5=9.875, a_max_urban100=9.969, a_mean_b100=10.065, a_mean_set14=10.065, a_mean_set5=10.065, a_mean_urban100=10.065, w_actual_b100=10.103, w_actual_set14=10.103, w_actual_set5=10.103, w_actual_urban100=10.103, w_max_b100=10.281, w_max_set14=10.281, w_max_set5=10.281, w_max_urban100=10.281, w_mean_b100=9.981, w_mean_set14=9.981, w_mean_set5=9.981, w_mean_urban100=9.981
    17 | train=0.020898 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01364 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.49 | t_val=11.84 | mem=383.9 | psnr_set14=26.966, psnr_set5=30.152, psnr_urban100=24.621, ssim_set14=0.821, ssim_set5=0.854, ssim_urban100=0.948 |  | a_actual_b100=8.828, a_actual_set14=9.055, a_actual_set5=8.841, a_actual_urban100=9.303, a_max_b100=9.741, a_max_set14=9.918, a_max_set5=9.872, a_max_urban100=9.986, a_mean_b100=10.069, a_mean_set14=10.069, a_mean_set5=10.069, a_mean_urban100=10.069, w_actual_b100=10.108, w_actual_set14=10.108, w_actual_set5=10.108, w_actual_urban100=10.108, w_max_b100=10.247, w_max_set14=10.247, w_max_set5=10.247, w_max_urban100=10.247, w_mean_b100=9.983, w_mean_set14=9.983, w_mean_set5=9.983, w_mean_urban100=9.983
    18 | train=0.020463 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0144 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.53 | t_val=11.87 | mem=383.9 | psnr_set14=26.263, psnr_set5=28.879, psnr_urban100=24.068, ssim_set14=0.798, ssim_set5=0.824, ssim_urban100=0.940 |  | a_actual_b100=8.787, a_actual_set14=8.983, a_actual_set5=8.818, a_actual_urban100=9.214, a_max_b100=9.751, a_max_set14=9.913, a_max_set5=9.914, a_max_urban100=9.997, a_mean_b100=10.072, a_mean_set14=10.072, a_mean_set5=10.072, a_mean_urban100=10.072, w_actual_b100=10.116, w_actual_set14=10.116, w_actual_set5=10.116, w_actual_urban100=10.116, w_max_b100=10.325, w_max_set14=10.325, w_max_set5=10.325, w_max_urban100=10.325, w_mean_b100=9.984, w_mean_set14=9.984, w_mean_set5=9.984, w_mean_urban100=9.984
    19 | train=0.025891 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01516 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.56 | t_val=11.91 | mem=383.9 | psnr_set14=26.669, psnr_set5=29.816, psnr_urban100=24.368, ssim_set14=0.796, ssim_set5=0.820, ssim_urban100=0.945 |  | a_actual_b100=8.767, a_actual_set14=8.971, a_actual_set5=8.818, a_actual_urban100=9.205, a_max_b100=9.761, a_max_set14=9.920, a_max_set5=9.913, a_max_urban100=10.014, a_mean_b100=10.073, a_mean_set14=10.073, a_mean_set5=10.073, a_mean_urban100=10.073, w_actual_b100=10.129, w_actual_set14=10.129, w_actual_set5=10.129, w_actual_urban100=10.129, w_max_b100=10.347, w_max_set14=10.347, w_max_set5=10.347, w_max_urban100=10.347, w_mean_b100=9.988, w_mean_set14=9.988, w_mean_set5=9.988, w_mean_urban100=9.988
    20 | train=0.021762 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01592 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.90 | mem=383.9 | psnr_set14=26.767, psnr_set5=29.847, psnr_urban100=24.500, ssim_set14=0.815, ssim_set5=0.843, ssim_urban100=0.949 |  | a_actual_b100=8.667, a_actual_set14=8.835, a_actual_set5=8.667, a_actual_urban100=9.072, a_max_b100=9.731, a_max_set14=9.884, a_max_set5=9.850, a_max_urban100=9.962, a_mean_b100=10.078, a_mean_set14=10.078, a_mean_set5=10.078, a_mean_urban100=10.078, w_actual_b100=10.164, w_actual_set14=10.164, w_actual_set5=10.164, w_actual_urban100=10.164, w_max_b100=10.611, w_max_set14=10.611, w_max_set5=10.611, w_max_urban100=10.611, w_mean_b100=9.993, w_mean_set14=9.993, w_mean_set5=9.993, w_mean_urban100=9.993
    21 | train=0.022223 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01668 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.55 | t_val=11.90 | mem=383.9 | psnr_set14=26.946, psnr_set5=30.293, psnr_urban100=24.666, ssim_set14=0.817, ssim_set5=0.850, ssim_urban100=0.951 |  | a_actual_b100=8.640, a_actual_set14=8.839, a_actual_set5=8.649, a_actual_urban100=9.074, a_max_b100=9.723, a_max_set14=9.867, a_max_set5=9.873, a_max_urban100=9.992, a_mean_b100=10.086, a_mean_set14=10.086, a_mean_set5=10.086, a_mean_urban100=10.086, w_actual_b100=10.164, w_actual_set14=10.164, w_actual_set5=10.164, w_actual_urban100=10.164, w_max_b100=10.690, w_max_set14=10.690, w_max_set5=10.690, w_max_urban100=10.690, w_mean_b100=9.995, w_mean_set14=9.995, w_mean_set5=9.995, w_mean_urban100=9.995
    22 | train=0.023102 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01744 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.68 | t_val=11.91 | mem=383.9 | psnr_set14=26.826, psnr_set5=29.909, psnr_urban100=24.558, ssim_set14=0.823, ssim_set5=0.851, ssim_urban100=0.948 |  | a_actual_b100=8.701, a_actual_set14=8.929, a_actual_set5=8.701, a_actual_urban100=9.172, a_max_b100=9.733, a_max_set14=9.934, a_max_set5=9.912, a_max_urban100=9.987, a_mean_b100=10.096, a_mean_set14=10.096, a_mean_set5=10.096, a_mean_urban100=10.096, w_actual_b100=10.181, w_actual_set14=10.181, w_actual_set5=10.181, w_actual_urban100=10.181, w_max_b100=10.701, w_max_set14=10.701, w_max_set5=10.701, w_max_urban100=10.701, w_mean_b100=9.997, w_mean_set14=9.997, w_mean_set5=9.997, w_mean_urban100=9.997
    23 | train=0.037281 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.0182 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.56 | t_val=11.91 | mem=383.9 | psnr_set14=26.385, psnr_set5=29.221, psnr_urban100=24.064, ssim_set14=0.802, ssim_set5=0.822, ssim_urban100=0.943 |  | a_actual_b100=8.689, a_actual_set14=8.889, a_actual_set5=8.726, a_actual_urban100=9.147, a_max_b100=9.704, a_max_set14=9.874, a_max_set5=9.920, a_max_urban100=9.982, a_mean_b100=10.101, a_mean_set14=10.101, a_mean_set5=10.101, a_mean_urban100=10.101, w_actual_b100=10.196, w_actual_set14=10.196, w_actual_set5=10.196, w_actual_urban100=10.196, w_max_b100=10.653, w_max_set14=10.653, w_max_set5=10.653, w_max_urban100=10.653, w_mean_b100=10.000, w_mean_set14=10.000, w_mean_set5=10.000, w_mean_urban100=10.000
    24 | train=0.027100 | val=nan | psnr=nan | ssim=nan | lpips=nan | best=nan | lr=0.01896 | gnorm=nan | Wμ=nan | Aμ=nan | t_train=12.99 | t_val=12.34 | mem=383.9 | psnr_set14=26.543, psnr_set5=29.575, psnr_urban100=24.212, ssim_set14=0.785, ssim_set5=0.807, ssim_urban100=0.942 |  | a_actual_b100=8.695, a_actual_set14=8.897, a_actual_set5=8.700, a_actual_urban100=9.148, a_max_b100=9.740, a_max_set14=9.850, a_max_set5=9.884, a_max_urban100=9.954, a_mean_b100=10.106, a_mean_set14=10.106, a_mean_set5=10.106, a_mean_urban100=10.106, w_actual_b100=10.219, w_actual_set14=10.219, w_actual_set5=10.219, w_actual_urban100=10.219, w_max_b100=10.626, w_max_set14=10.626, w_max_set5=10.626, w_max_urban100=10.626, w_mean_b100=10.004, w_mean_set14=10.004, w_mean_set5=10.004, w_mean_urban100=10.004
