     0 | base=nan | val=0.236715 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    11 | base=0.266351 | val=0.389480 | acc1=0.8796 | Wμ=10.147 | Aμ=10.091 | Wmax=10.994 | Amax=10.333 |LR=0.01198 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    13 | base=0.258000 | val=0.423771 | acc1=0.8656 | Wμ=10.287 | Aμ=10.084 | Wmax=11.293 | Amax=10.379 |LR=0.01398 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    15 | base=0.310092 | val=0.473181 | acc1=0.8595 | Wμ=10.432 | Aμ=10.025 | Wmax=11.628 | Amax=10.466 |LR=0.01598 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    17 | base=0.284663 | val=0.491976 | acc1=0.8603 | Wμ=10.564 | Aμ=10.008 | Wmax=11.773 | Amax=10.514 |LR=0.01798 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    19 | base=0.284747 | val=0.382615 | acc1=0.8835 | Wμ=10.680 | Aμ=10.075 | Wmax=12.070 | Amax=10.890 |LR=0.01998 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    21 | base=0.322177 | val=0.470022 | acc1=0.8500 | Wμ=4.321 | Aμ=4.922 | Wmax=5.728 | Amax=6.714 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    23 | base=0.863996 | val=1.091578 | acc1=0.7108 | Wμ=1.528 | Aμ=4.216 | Wmax=3.585 | Amax=5.285 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    25 | base=0.942814 | val=2.890210 | acc1=0.3614 | Wμ=1.205 | Aμ=3.093 | Wmax=2.807 | Amax=3.700 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    27 | base=0.996566 | val=2.582600 | acc1=0.4142 | Wμ=1.067 | Aμ=2.390 | Wmax=2.322 | Amax=3.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    29 | base=0.977820 | val=1.937283 | acc1=0.5284 | Wμ=1.017 | Aμ=1.858 | Wmax=2.000 | Amax=2.322 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    31 | base=1.254711 | val=1.998535 | acc1=0.4761 | Wμ=1.002 | Aμ=1.542 | Wmax=1.585 | Amax=2.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    33 | base=1.407145 | val=1.500733 | acc1=0.5530 | Wμ=0.990 | Aμ=1.348 | Wmax=1.585 | Amax=2.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    35 | base=1.470530 | val=1.455563 | acc1=0.5572 | Wμ=0.982 | Aμ=1.292 | Wmax=1.585 | Amax=2.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    37 | base=1.704284 | val=1.664129 | acc1=0.5175 | Wμ=0.975 | Aμ=1.127 | Wmax=1.585 | Amax=1.585 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    39 | base=1.642882 | val=1.412590 | acc1=0.5294 | Wμ=0.970 | Aμ=1.047 | Wmax=1.000 | Amax=1.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    41 | base=1.450461 | val=1.111184 | acc1=0.6762 | Wμ=0.969 | Aμ=0.986 | Wmax=1.000 | Amax=1.000 |LR=0.017238 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    43 | base=1.393697 | val=1.009567 | acc1=0.6855 | Wμ=0.968 | Aμ=0.980 | Wmax=1.000 | Amax=1.000 |LR=0.014835 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    45 | base=1.381292 | val=0.709535 | acc1=0.7700 | Wμ=0.967 | Aμ=0.983 | Wmax=1.000 | Amax=1.000 |LR=0.012767 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    47 | base=1.366350 | val=1.103186 | acc1=0.6875 | Wμ=0.969 | Aμ=0.966 | Wmax=1.000 | Amax=1.000 |LR=0.010988 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    49 | base=1.319246 | val=0.800859 | acc1=0.7432 | Wμ=0.971 | Aμ=0.959 | Wmax=1.000 | Amax=1.000 |LR=0.0094562 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    51 | base=1.221385 | val=0.697255 | acc1=0.7704 | Wμ=0.969 | Aμ=0.983 | Wmax=1.000 | Amax=1.000 |LR=0.0081381 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    53 | base=1.251643 | val=0.888502 | acc1=0.7276 | Wμ=0.972 | Aμ=0.975 | Wmax=1.000 | Amax=1.000 |LR=0.0070037 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    55 | base=1.175403 | val=0.884998 | acc1=0.7397 | Wμ=0.972 | Aμ=0.963 | Wmax=1.000 | Amax=1.000 |LR=0.0060275 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    57 | base=1.145975 | val=0.948153 | acc1=0.7121 | Wμ=0.972 | Aμ=0.970 | Wmax=1.000 | Amax=1.000 |LR=0.0051873 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    59 | base=1.172356 | val=0.639095 | acc1=0.7891 | Wμ=0.973 | Aμ=0.980 | Wmax=1.000 | Amax=1.000 |LR=0.0044643 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    61 | base=1.148765 | val=0.726637 | acc1=0.7597 | Wμ=0.974 | Aμ=0.978 | Wmax=1.000 | Amax=1.000 |LR=0.003842 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    63 | base=1.116303 | val=0.960854 | acc1=0.7147 | Wμ=0.976 | Aμ=0.985 | Wmax=1.000 | Amax=1.000 |LR=0.0033065 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    65 | base=1.112090 | val=0.905635 | acc1=0.7165 | Wμ=0.977 | Aμ=0.972 | Wmax=1.000 | Amax=1.000 |LR=0.0028456 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    67 | base=0.997490 | val=0.734068 | acc1=0.7670 | Wμ=0.978 | Aμ=0.983 | Wmax=1.000 | Amax=1.000 |LR=0.0024489 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    69 | base=1.158855 | val=0.699713 | acc1=0.7729 | Wμ=0.978 | Aμ=0.985 | Wmax=1.000 | Amax=1.000 |LR=0.0021076 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    71 | base=1.024280 | val=0.768815 | acc1=0.7484 | Wμ=0.979 | Aμ=0.986 | Wmax=1.000 | Amax=1.000 |LR=0.0018138 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    73 | base=1.040614 | val=0.629670 | acc1=0.7960 | Wμ=0.980 | Aμ=0.980 | Wmax=1.000 | Amax=1.000 |LR=0.001561 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
