     0 | base=nan | val=0.236715 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    11 | base=0.273400 | val=0.383740 | acc1=0.8839 | Wμ=10.153 | Aμ=10.033 | Wmax=11.035 | Amax=10.264 |LR=0.01198 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    13 | base=0.313091 | val=0.457787 | acc1=0.8592 | Wμ=10.309 | Aμ=10.095 | Wmax=11.333 | Amax=10.256 |LR=0.01398 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    15 | base=0.291134 | val=0.361819 | acc1=0.8825 | Wμ=10.472 | Aμ=10.135 | Wmax=11.613 | Amax=10.401 |LR=0.01598 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    17 | base=0.246408 | val=0.412812 | acc1=0.8702 | Wμ=10.613 | Aμ=10.156 | Wmax=11.747 | Amax=10.446 |LR=0.01798 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    19 | base=0.306141 | val=0.355846 | acc1=0.8890 | Wμ=10.736 | Aμ=10.186 | Wmax=12.097 | Amax=10.577 |LR=0.01998 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    21 | base=0.323572 | val=0.413971 | acc1=0.8672 | Wμ=4.329 | Aμ=4.933 | Wmax=5.644 | Amax=6.539 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    23 | base=0.922416 | val=1.659166 | acc1=0.5746 | Wμ=1.515 | Aμ=4.111 | Wmax=3.170 | Amax=5.358 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    25 | base=0.978390 | val=1.732024 | acc1=0.5096 | Wμ=1.190 | Aμ=3.096 | Wmax=2.807 | Amax=3.907 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    27 | base=1.047068 | val=2.520253 | acc1=0.4196 | Wμ=1.061 | Aμ=2.346 | Wmax=2.322 | Amax=2.807 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    29 | base=1.151517 | val=1.426065 | acc1=0.6234 | Wμ=1.014 | Aμ=1.819 | Wmax=2.000 | Amax=2.322 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    31 | base=1.243940 | val=1.464805 | acc1=0.5967 | Wμ=0.997 | Aμ=1.523 | Wmax=1.585 | Amax=2.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    33 | base=1.457673 | val=1.208301 | acc1=0.6474 | Wμ=0.989 | Aμ=1.352 | Wmax=1.585 | Amax=2.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    35 | base=1.577706 | val=1.273981 | acc1=0.6140 | Wμ=0.980 | Aμ=1.198 | Wmax=1.585 | Amax=1.585 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    37 | base=1.731322 | val=1.712585 | acc1=0.4732 | Wμ=0.973 | Aμ=1.125 | Wmax=1.000 | Amax=1.585 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    39 | base=1.629398 | val=3.012333 | acc1=0.3674 | Wμ=0.971 | Aμ=1.073 | Wmax=1.000 | Amax=1.585 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    41 | base=1.531958 | val=1.214899 | acc1=0.6506 | Wμ=0.963 | Aμ=0.970 | Wmax=1.000 | Amax=1.000 |LR=0.02 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    43 | base=1.367288 | val=1.229758 | acc1=0.6401 | Wμ=0.964 | Aμ=0.984 | Wmax=1.000 | Amax=1.000 |LR=0.017238 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    45 | base=1.372087 | val=0.929902 | acc1=0.7015 | Wμ=0.965 | Aμ=0.964 | Wmax=1.000 | Amax=1.000 |LR=0.014835 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    47 | base=1.313551 | val=0.788237 | acc1=0.7390 | Wμ=0.964 | Aμ=0.955 | Wmax=1.000 | Amax=1.000 |LR=0.012767 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    49 | base=1.207104 | val=0.758571 | acc1=0.7587 | Wμ=0.965 | Aμ=0.969 | Wmax=1.000 | Amax=1.000 |LR=0.010988 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    51 | base=1.248550 | val=0.888919 | acc1=0.7125 | Wμ=0.966 | Aμ=0.980 | Wmax=1.000 | Amax=1.000 |LR=0.0094562 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    53 | base=1.229468 | val=0.802315 | acc1=0.7375 | Wμ=0.968 | Aμ=0.957 | Wmax=1.000 | Amax=1.000 |LR=0.0081381 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    55 | base=1.155791 | val=0.818228 | acc1=0.7496 | Wμ=0.968 | Aμ=0.974 | Wmax=1.000 | Amax=1.000 |LR=0.0070037 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    57 | base=1.207187 | val=0.791808 | acc1=0.7381 | Wμ=0.970 | Aμ=0.977 | Wmax=1.000 | Amax=1.000 |LR=0.0060275 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    59 | base=1.154836 | val=0.806464 | acc1=0.7404 | Wμ=0.971 | Aμ=0.972 | Wmax=1.000 | Amax=1.000 |LR=0.0051873 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    61 | base=1.083151 | val=0.639304 | acc1=0.7876 | Wμ=0.970 | Aμ=0.975 | Wmax=1.000 | Amax=1.000 |LR=0.0044643 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    63 | base=1.091990 | val=0.996593 | acc1=0.6898 | Wμ=0.971 | Aμ=0.977 | Wmax=1.000 | Amax=1.000 |LR=0.003842 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    65 | base=1.076202 | val=0.695946 | acc1=0.7729 | Wμ=0.973 | Aμ=0.976 | Wmax=1.000 | Amax=1.000 |LR=0.0033065 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    67 | base=1.101962 | val=0.719012 | acc1=0.7704 | Wμ=0.975 | Aμ=0.983 | Wmax=1.000 | Amax=1.000 |LR=0.0028456 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    69 | base=1.060799 | val=0.906500 | acc1=0.7153 | Wμ=0.975 | Aμ=0.981 | Wmax=1.000 | Amax=1.000 |LR=0.0024489 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    71 | base=1.072829 | val=0.704648 | acc1=0.7717 | Wμ=0.976 | Aμ=0.987 | Wmax=1.000 | Amax=1.000 |LR=0.0021076 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    73 | base=1.062260 | val=0.747314 | acc1=0.7619 | Wμ=0.977 | Aμ=0.982 | Wmax=1.000 | Amax=1.000 |LR=0.0018138 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
