     0 | base=nan | val=1.104183 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | t=nans
     0 | base=nan | val=1.104352 | acc1=0.7034 | Wμ=11.367 | Aμ=20.000 | Wmax=12.587 | Amax=14.104 |LR=nan | t=nans
     0 | base=nan | val=1.104495 | acc1=0.7028 | Wμ=10.000 | Aμ=20.000 | Wmax=10.000 | Amax=14.105 |LR=nan | t=nans
     0 | base=nan | val=1.104728 | acc1=0.7024 | Wμ=10.000 | Aμ=10.000 | Wmax=10.000 | Amax=9.988 |LR=nan | t=nans
# epoch | BaseLoss | ValLoss | Acc@1 | MeanWBits | MeanABits | MaxWBits | MaxABits | LR | GradNorm | WSat | ASat | NoiseMean | NoiseVar | NoiseCorr | Temp | EpochTime(s)
     0 | base=nan | val=1.111712 | acc1=0.7035 | Wμ=10.000 | Aμ=10.000 | Wmax=10.000 | Amax=9.976 |LR=nan | t=nans
     0 | base=0.118750 | val=1.129030 | acc1=0.6967 | Wμ=10.000 | Aμ=10.000 | Wmax=10.007 | Amax=10.001 |LR=0.00049 | t=10.55s
     1 | base=0.062664 | val=1.119842 | acc1=0.6975 | Wμ=10.000 | Aμ=10.002 | Wmax=10.017 | Amax=10.004 |LR=0.00099 | t=9.10s
     2 | base=0.050163 | val=1.113169 | acc1=0.7006 | Wμ=10.001 | Aμ=10.008 | Wmax=10.033 | Amax=10.012 |LR=0.00149 | t=8.86s
     3 | base=0.040488 | val=1.122561 | acc1=0.6975 | Wμ=10.002 | Aμ=10.017 | Wmax=10.050 | Amax=10.029 |LR=0.00199 | t=8.83s
     4 | base=0.039699 | val=1.125750 | acc1=0.6988 | Wμ=10.004 | Aμ=10.031 | Wmax=10.063 | Amax=10.057 |LR=0.00249 | t=8.86s
     5 | base=0.036384 | val=1.142240 | acc1=0.6878 | Wμ=10.006 | Aμ=10.050 | Wmax=10.078 | Amax=10.093 |LR=0.00299 | t=8.89s
     6 | base=0.042387 | val=1.162615 | acc1=0.6827 | Wμ=10.011 | Aμ=10.077 | Wmax=10.077 | Amax=10.141 |LR=0.00349 | t=8.88s
     7 | base=0.046180 | val=1.153750 | acc1=0.6838 | Wμ=10.018 | Aμ=10.111 | Wmax=10.091 | Amax=10.194 |LR=0.00399 | t=8.84s
     8 | base=0.061318 | val=1.194750 | acc1=0.6774 | Wμ=10.027 | Aμ=10.148 | Wmax=10.136 | Amax=10.258 |LR=0.00449 | t=8.86s
     9 | base=0.083363 | val=1.253714 | acc1=0.6617 | Wμ=10.040 | Aμ=10.182 | Wmax=10.180 | Amax=10.322 |LR=0.00499 | t=8.84s
    10 | base=0.123696 | val=1.290732 | acc1=0.6541 | Wμ=10.061 | Aμ=10.223 | Wmax=10.208 | Amax=10.380 |LR=0.00549 | t=8.86s
    11 | base=0.179340 | val=1.284277 | acc1=0.6493 | Wμ=10.088 | Aμ=10.259 | Wmax=10.335 | Amax=10.457 |LR=0.00599 | t=8.84s
    12 | base=0.192584 | val=1.301057 | acc1=0.6532 | Wμ=10.126 | Aμ=10.286 | Wmax=10.436 | Amax=10.570 |LR=0.00649 | t=8.85s
    13 | base=0.220897 | val=1.352107 | acc1=0.6313 | Wμ=10.166 | Aμ=10.334 | Wmax=10.461 | Amax=10.706 |LR=0.00699 | t=8.85s
    14 | base=0.234304 | val=1.331124 | acc1=0.6345 | Wμ=10.210 | Aμ=10.377 | Wmax=10.554 | Amax=10.756 |LR=0.00749 | t=8.85s
    15 | base=0.213968 | val=1.382324 | acc1=0.6355 | Wμ=10.253 | Aμ=10.411 | Wmax=10.638 | Amax=10.768 |LR=0.00799 | t=8.87s
