     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.74 | mem=248.9 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=21.01 | mem=250.8 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.056, psnr_urban100=26.140, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=20.98 | mem=250.9 | psnr_b100=27.621, psnr_set14=28.303, psnr_set5=32.056, psnr_urban100=26.140, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=20.79 | mem=250.9 | psnr_b100=27.618, psnr_set14=28.302, psnr_set5=32.055, psnr_urban100=26.139, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
# epoch | train_loss | val_loss | LR | t_train(s) | t_val(s) | gpu_mem(MB) | SRBench(psnr/ssim...)
     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.48 | mem=250.9 |
     0 | train=0.000787 | val=nan | lr=0.00036 | t_train=12.94 | t_val=12.16 | mem=383.9 | psnr_b100=27.619, psnr_set14=28.300, psnr_set5=32.343, psnr_urban100=26.136, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |
     1 | train=0.000917 | val=nan | lr=0.00074 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.616, psnr_set14=28.307, psnr_set5=32.338, psnr_urban100=26.139, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |
     2 | train=0.001056 | val=nan | lr=0.00112 | t_train=12.81 | t_val=12.07 | mem=383.9 | psnr_b100=27.614, psnr_set14=28.301, psnr_set5=32.344, psnr_urban100=26.138, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |
     3 | train=0.001168 | val=nan | lr=0.0015 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=27.610, psnr_set14=28.297, psnr_set5=32.330, psnr_urban100=26.130, ssim_b100=0.737, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.963 |
     4 | train=0.001996 | val=nan | lr=0.00188 | t_train=12.80 | t_val=12.13 | mem=383.9 | psnr_b100=27.605, psnr_set14=28.289, psnr_set5=32.339, psnr_urban100=26.108, ssim_b100=0.737, ssim_set14=0.861, ssim_set5=0.914, ssim_urban100=0.962 |
