     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.75 | mem=248.9 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
    26 | train=0.003374 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.541, psnr_set14=28.191, psnr_set5=32.242, psnr_urban100=25.984, ssim_b100=0.735, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    27 | train=0.004895 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=27.544, psnr_set14=28.208, psnr_set5=32.247, psnr_urban100=25.975, ssim_b100=0.736, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    28 | train=0.005476 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.500, psnr_set14=28.184, psnr_set5=32.254, psnr_urban100=25.900, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.960 |
    29 | train=0.006359 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.538, psnr_set14=28.212, psnr_set5=32.253, psnr_urban100=25.969, ssim_b100=0.735, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    30 | train=0.006379 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.535, psnr_set14=28.218, psnr_set5=32.241, psnr_urban100=25.963, ssim_b100=0.735, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |
    31 | train=0.008233 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.521, psnr_set14=28.185, psnr_set5=32.254, psnr_urban100=25.941, ssim_b100=0.735, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    32 | train=0.008772 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=27.537, psnr_set14=28.216, psnr_set5=32.192, psnr_urban100=25.909, ssim_b100=0.735, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |
    33 | train=0.009751 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.553, psnr_set14=28.223, psnr_set5=32.238, psnr_urban100=25.963, ssim_b100=0.736, ssim_set14=0.860, ssim_set5=0.913, ssim_urban100=0.961 |
    34 | train=0.011069 | val=nan | lr=0.002 | t_train=12.88 | t_val=12.15 | mem=383.9 | psnr_b100=27.528, psnr_set14=28.184, psnr_set5=32.208, psnr_urban100=25.927, ssim_b100=0.735, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    35 | train=0.012458 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.12 | mem=383.9 | psnr_b100=27.511, psnr_set14=28.160, psnr_set5=32.172, psnr_urban100=25.886, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.912, ssim_urban100=0.961 |
    36 | train=0.012739 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.17 | mem=383.9 | psnr_b100=27.462, psnr_set14=28.131, psnr_set5=32.123, psnr_urban100=25.751, ssim_b100=0.732, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.959 |
    37 | train=0.013422 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.512, psnr_set14=28.200, psnr_set5=32.211, psnr_urban100=25.873, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.960 |
    38 | train=0.013356 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.520, psnr_set14=28.208, psnr_set5=32.241, psnr_urban100=25.915, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.961 |
    39 | train=0.014156 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=27.507, psnr_set14=28.140, psnr_set5=32.259, psnr_urban100=25.884, ssim_b100=0.734, ssim_set14=0.858, ssim_set5=0.913, ssim_urban100=0.960 |
    40 | train=0.015686 | val=nan | lr=0.002 | t_train=12.83 | t_val=12.17 | mem=383.9 | psnr_b100=27.499, psnr_set14=28.159, psnr_set5=32.226, psnr_urban100=25.859, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.960 |
    41 | train=0.016400 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=27.466, psnr_set14=28.154, psnr_set5=32.141, psnr_urban100=25.821, ssim_b100=0.733, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.960 |
    42 | train=0.017106 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=27.493, psnr_set14=28.207, psnr_set5=32.198, psnr_urban100=25.871, ssim_b100=0.734, ssim_set14=0.859, ssim_set5=0.913, ssim_urban100=0.960 |
    43 | train=0.018160 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.482, psnr_set14=28.148, psnr_set5=32.201, psnr_urban100=25.849, ssim_b100=0.734, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.960 |
    44 | train=0.019527 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.486, psnr_set14=28.141, psnr_set5=32.178, psnr_urban100=25.858, ssim_b100=0.734, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.960 |
    45 | train=0.019503 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.475, psnr_set14=28.158, psnr_set5=32.191, psnr_urban100=25.781, ssim_b100=0.733, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.959 |
    46 | train=0.019853 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.465, psnr_set14=28.141, psnr_set5=32.203, psnr_urban100=25.798, ssim_b100=0.733, ssim_set14=0.857, ssim_set5=0.912, ssim_urban100=0.958 |
    47 | train=0.020708 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.19 | mem=383.9 | psnr_b100=27.474, psnr_set14=28.128, psnr_set5=32.156, psnr_urban100=25.788, ssim_b100=0.733, ssim_set14=0.858, ssim_set5=0.912, ssim_urban100=0.959 |
    48 | train=0.022283 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.13 | mem=383.9 | psnr_b100=27.433, psnr_set14=28.057, psnr_set5=32.143, psnr_urban100=25.698, ssim_b100=0.732, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.958 |
    49 | train=0.022064 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.10 | mem=383.9 | psnr_b100=27.416, psnr_set14=28.068, psnr_set5=32.148, psnr_urban100=25.647, ssim_b100=0.731, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.958 |
    50 | train=0.022615 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=27.415, psnr_set14=28.054, psnr_set5=32.128, psnr_urban100=25.649, ssim_b100=0.732, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.958 |
    51 | train=0.024144 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.370, psnr_set14=28.028, psnr_set5=32.067, psnr_urban100=25.622, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.910, ssim_urban100=0.958 |
    52 | train=0.025246 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=27.400, psnr_set14=28.071, psnr_set5=32.163, psnr_urban100=25.644, ssim_b100=0.731, ssim_set14=0.857, ssim_set5=0.911, ssim_urban100=0.958 |
    53 | train=0.024481 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.327, psnr_set14=27.988, psnr_set5=32.098, psnr_urban100=25.591, ssim_b100=0.730, ssim_set14=0.855, ssim_set5=0.911, ssim_urban100=0.956 |
    54 | train=0.025611 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.12 | mem=383.9 | psnr_b100=27.320, psnr_set14=27.954, psnr_set5=32.077, psnr_urban100=25.505, ssim_b100=0.729, ssim_set14=0.855, ssim_set5=0.910, ssim_urban100=0.957 |
    55 | train=0.025813 | val=nan | lr=0.002 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=27.344, psnr_set14=27.986, psnr_set5=31.998, psnr_urban100=25.522, ssim_b100=0.729, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.957 |
    56 | train=0.027667 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=27.352, psnr_set14=28.005, psnr_set5=32.090, psnr_urban100=25.560, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.910, ssim_urban100=0.957 |
    57 | train=0.027708 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.15 | mem=383.9 | psnr_b100=27.355, psnr_set14=27.980, psnr_set5=32.062, psnr_urban100=25.534, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.910, ssim_urban100=0.957 |
    58 | train=0.027232 | val=nan | lr=0.002 | t_train=12.82 | t_val=12.17 | mem=383.9 | psnr_b100=27.350, psnr_set14=27.965, psnr_set5=32.005, psnr_urban100=25.518, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.957 |
    59 | train=0.028765 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.406, psnr_set14=28.039, psnr_set5=32.003, psnr_urban100=25.650, ssim_b100=0.731, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.958 |
    60 | train=0.029763 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.16 | mem=383.9 | psnr_b100=27.424, psnr_set14=28.074, psnr_set5=32.079, psnr_urban100=25.662, ssim_b100=0.731, ssim_set14=0.858, ssim_set5=0.910, ssim_urban100=0.958 |
    61 | train=0.028738 | val=nan | lr=0.002 | t_train=12.75 | t_val=12.09 | mem=383.9 | psnr_b100=27.360, psnr_set14=28.027, psnr_set5=32.032, psnr_urban100=25.539, ssim_b100=0.730, ssim_set14=0.857, ssim_set5=0.909, ssim_urban100=0.958 |
    62 | train=0.029480 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.371, psnr_set14=28.055, psnr_set5=32.056, psnr_urban100=25.577, ssim_b100=0.730, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.957 |
    63 | train=0.030002 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.355, psnr_set14=28.017, psnr_set5=32.020, psnr_urban100=25.574, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.910, ssim_urban100=0.958 |
    64 | train=0.028987 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.15 | mem=383.9 | psnr_b100=27.369, psnr_set14=28.005, psnr_set5=32.061, psnr_urban100=25.572, ssim_b100=0.730, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.958 |
    65 | train=0.029195 | val=nan | lr=0.002 | t_train=13.00 | t_val=12.27 | mem=383.9 | psnr_b100=27.371, psnr_set14=28.030, psnr_set5=32.022, psnr_urban100=25.577, ssim_b100=0.730, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.957 |
    66 | train=0.030069 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.11 | mem=383.9 | psnr_b100=27.343, psnr_set14=27.955, psnr_set5=31.970, psnr_urban100=25.443, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.956 |
    67 | train=0.029806 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.13 | mem=383.9 | psnr_b100=27.356, psnr_set14=28.030, psnr_set5=32.011, psnr_urban100=25.533, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.957 |
    68 | train=0.030130 | val=nan | lr=0.002 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=27.350, psnr_set14=27.998, psnr_set5=32.026, psnr_urban100=25.540, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.910, ssim_urban100=0.957 |
    69 | train=0.030820 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.316, psnr_set14=27.817, psnr_set5=31.943, psnr_urban100=25.386, ssim_b100=0.728, ssim_set14=0.852, ssim_set5=0.909, ssim_urban100=0.954 |
    70 | train=0.031967 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.11 | mem=383.9 | psnr_b100=27.317, psnr_set14=27.963, psnr_set5=31.936, psnr_urban100=25.444, ssim_b100=0.728, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.956 |
    71 | train=0.033608 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.354, psnr_set14=28.001, psnr_set5=31.989, psnr_urban100=25.526, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.958 |
    72 | train=0.031587 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.10 | mem=383.9 | psnr_b100=27.367, psnr_set14=28.034, psnr_set5=31.993, psnr_urban100=25.514, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.957 |
    73 | train=0.030727 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.405, psnr_set14=28.063, psnr_set5=32.019, psnr_urban100=25.587, ssim_b100=0.731, ssim_set14=0.857, ssim_set5=0.909, ssim_urban100=0.958 |
    74 | train=0.029697 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=27.410, psnr_set14=28.083, psnr_set5=32.046, psnr_urban100=25.606, ssim_b100=0.731, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.958 |
    75 | train=0.030412 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=27.385, psnr_set14=28.068, psnr_set5=32.001, psnr_urban100=25.568, ssim_b100=0.730, ssim_set14=0.857, ssim_set5=0.909, ssim_urban100=0.957 |
    76 | train=0.030380 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.13 | mem=383.9 | psnr_b100=27.394, psnr_set14=28.057, psnr_set5=32.016, psnr_urban100=25.614, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.958 |
    77 | train=0.030983 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.417, psnr_set14=28.070, psnr_set5=32.031, psnr_urban100=25.607, ssim_b100=0.732, ssim_set14=0.857, ssim_set5=0.910, ssim_urban100=0.958 |
    78 | train=0.029389 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.357, psnr_set14=27.960, psnr_set5=31.874, psnr_urban100=25.511, ssim_b100=0.729, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.957 |
    79 | train=0.030086 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.11 | mem=383.9 | psnr_b100=27.388, psnr_set14=28.039, psnr_set5=31.955, psnr_urban100=25.569, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.957 |
    80 | train=0.029044 | val=nan | lr=0.002 | t_train=12.84 | t_val=12.18 | mem=383.9 | psnr_b100=27.395, psnr_set14=28.021, psnr_set5=31.925, psnr_urban100=25.552, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.957 |
    81 | train=0.030174 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.402, psnr_set14=28.022, psnr_set5=31.910, psnr_urban100=25.552, ssim_b100=0.731, ssim_set14=0.856, ssim_set5=0.908, ssim_urban100=0.957 |
    82 | train=0.027929 | val=nan | lr=0.002 | t_train=12.86 | t_val=12.20 | mem=383.9 | psnr_b100=27.368, psnr_set14=27.983, psnr_set5=31.911, psnr_urban100=25.523, ssim_b100=0.730, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.957 |
    83 | train=0.028084 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.12 | mem=383.9 | psnr_b100=27.322, psnr_set14=27.929, psnr_set5=31.729, psnr_urban100=25.413, ssim_b100=0.729, ssim_set14=0.855, ssim_set5=0.906, ssim_urban100=0.956 |
    84 | train=0.028657 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.387, psnr_set14=28.016, psnr_set5=31.922, psnr_urban100=25.502, ssim_b100=0.730, ssim_set14=0.856, ssim_set5=0.909, ssim_urban100=0.957 |
    85 | train=0.028041 | val=nan | lr=0.002 | t_train=12.94 | t_val=12.19 | mem=383.9 | psnr_b100=27.270, psnr_set14=27.867, psnr_set5=31.722, psnr_urban100=25.314, ssim_b100=0.727, ssim_set14=0.854, ssim_set5=0.906, ssim_urban100=0.955 |
    86 | train=0.025771 | val=nan | lr=0.002 | t_train=12.74 | t_val=12.09 | mem=383.9 | psnr_b100=27.342, psnr_set14=27.981, psnr_set5=31.864, psnr_urban100=25.415, ssim_b100=0.729, ssim_set14=0.855, ssim_set5=0.908, ssim_urban100=0.956 |
    87 | train=0.025643 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.15 | mem=383.9 | psnr_b100=27.310, psnr_set14=27.884, psnr_set5=31.725, psnr_urban100=25.377, ssim_b100=0.728, ssim_set14=0.854, ssim_set5=0.905, ssim_urban100=0.955 |
    88 | train=0.026191 | val=nan | lr=0.002 | t_train=12.77 | t_val=12.12 | mem=383.9 | psnr_b100=27.288, psnr_set14=27.857, psnr_set5=31.714, psnr_urban100=25.320, ssim_b100=0.727, ssim_set14=0.853, ssim_set5=0.904, ssim_urban100=0.955 |
    89 | train=0.024149 | val=nan | lr=0.002 | t_train=12.76 | t_val=12.11 | mem=383.9 | psnr_b100=27.210, psnr_set14=27.816, psnr_set5=31.498, psnr_urban100=25.174, ssim_b100=0.725, ssim_set14=0.853, ssim_set5=0.902, ssim_urban100=0.953 |
    90 | train=0.024247 | val=nan | lr=0.002 | t_train=12.80 | t_val=12.14 | mem=383.9 | psnr_b100=27.237, psnr_set14=27.800, psnr_set5=31.532, psnr_urban100=25.237, ssim_b100=0.726, ssim_set14=0.853, ssim_set5=0.902, ssim_urban100=0.954 |
    91 | train=0.023663 | val=nan | lr=0.002 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=27.239, psnr_set14=27.768, psnr_set5=31.451, psnr_urban100=25.187, ssim_b100=0.726, ssim_set14=0.853, ssim_set5=0.902, ssim_urban100=0.953 |
